begin_node_id,end_node_id,Other Volume
42454795,42440335,755
42504249,42482034,1717
42455200,42430167,1178
42795952,42877708,2007
42503833,42495871,1479
42846757,42874661,1974
42455238,42428978,1642
42504256,42482165,2303
42454798,42440350,1945
42737549,2327435589,1266
598248807,598248769,14060
42504285,42480099,882
373864855,370880731,2537
42750216,42720086,2850
595250374,595254573,3951
42454006,42454010,2869
42455119,42424672,2899
103861215,103869228,5938
42454522,42446266,1237
482640607,42846314,1161
42454758,42439096,375
42454522,42445885,873
42455013,42430938,1335
42455007,42430924,1382
42454742,42436427,1134
42502879,42518700,804
597443954,42807755,5933
42502883,42518710,749
42897086,42879568,2590
247221417,247221628,2779
597444019,42803880,4987
42454622,42435198,1484
42454433,42443563,2984
1792535231,1825841700,1519
42452975,427842140,2368
42502968,42513634,1718
42439170,390519635,1526
42430984,595245918,2315
42430983,595245920,2802
42453555,62915531,9857
42454642,42436122,711
1996323622,42442422,2005
42502701,42519271,1008
42454798,42429844,2792
42454423,42442276,334
42447228,248709820,1139
42454600,42421960,2806
42502679,42513496,222
103861092,103863387,9261
42896827,42880319,1476
42453952,42454401,500
42454660,42432875,1937
42454795,42428376,541
42454742,42429378,1119
373850916,589928020,1716
42454742,42429388,1053
276203987,42911763,2002
42454798,42427254,1024
42453943,42453952,641
42454192,42446041,772
42454196,42445748,3138
42454798,42427249,436
277046475,276317215,1073
42454701,42428014,2278
2408421292,482611472,9470
42844397,42931844,3398
42502693,42514974,591
42502404,42523684,1002
42454428,42437358,725
42454679,42430050,1149
42504024,42472987,2535
2629162213,607954922,2988
42846206,42874679,1974
279603573,42905218,2789
42445392,406048768,3774
103861105,103861092,9261
42896867,42876809,1524
42454423,42436784,895
42453457,42457735,4409
42896911,42870253,1270
42502927,42502926,1266
2408421303,482608660,5727
42454196,42443040,1424
42453700,42457821,2216
277046311,276317706,2953
103861117,103858671,9261
42454042,42446363,1417
1996323622,42431002,1829
42454522,42429888,1044
42502401,42519207,1963
42454538,42429708,4629
42453999,42445664,998
42454010,42445667,2721
42454006,42445666,501
42447435,1919595921,1054
42453999,42442931,997
42496432,278631323,976
42748414,42754959,2850
598248769,598228039,7029
42448568,1812608108,1370
42454428,42430338,501
42496432,278630368,956
42447435,1919595924,2920
42453613,42453610,750
42510861,588036470,2139
42454378,42430263,2407
42453607,42453604,783
42453610,42453613,1471
42453610,42453607,2070
42500003,248607283,6165
42453943,42428391,317
42453717,42442584,1587
42502649,42502648,2210
42454378,42427369,343
42497758,1567286094,1342
42453777,42447249,1246
42502712,42502709,977
42454381,42427390,1675
42502705,42502701,472
42454325,42429412,886
42502651,42502649,2211
42453934,42440290,704
42796436,42833397,1342
42453777,42445700,524
42502653,42502651,2211
541999391,1259822816,1342
42502658,42502656,411
42453630,42445310,923
42453457,42452613,6762
541999373,1259822816,2488
42502648,42502645,2209
103860806,103858361,9261
42896819,42864383,1476
42832462,2799469682,2682
42832453,2799469684,2463
42747493,42772936,1479
42454189,42429314,1335
42431650,596775963,640
42454192,42429330,984
1544809885,42429703,2878
42502705,42497677,1500
42453395,42453398,3218
42748535,42733809,1479
42453575,42443264,1454
42453468,42449098,3136
825418517,42445702,4941
1773078006,42432082,1661
42502656,42497777,807
42502645,42497580,2492
42491642,1123921544,1228
42453575,42446099,869
482675065,482671987,472
42895303,42906419,1575
42454042,42430707,986
42453700,42440792,742
42453674,42440313,1534
1773063789,541467364,2018
42527617,1372888841,1492
307870554,2404083336,9261
42453226,42452564,3934
42453175,42455051,775
42453555,42443570,6880
106711074,106717940,11111
42739739,2827501292,1082
42453160,42455396,2017
42453158,42455175,1473
42895492,42896971,2590
42453251,42451564,2265
42453952,42430004,1205
42453220,42452564,2156
42453417,42445711,4454
103222970,103174033,1979
42453177,42453175,678
42502712,42478277,543
42490375,2805340010,1479
42502684,42488212,356
42453613,42437354,1413
42846339,42846343,1437
42897095,42846181,1438
42453934,42428379,217
42846322,42846325,1437
42845810,42862706,1387
42846335,42846339,1229
42453327,42445505,4178
42846314,42846322,1161
42453610,42437349,804
42453607,42437346,1251
42453601,42437339,1383
42453613,42437118,3956
42453604,42437343,1098
42453008,42453011,1140
42453777,42430122,1771
42453674,42433870,274
42864879,2447703173,1578
42436475,373268484,1037
42453038,42453036,1261
103174601,103096338,5938
42453545,42437379,695
825418517,42434837,1141
42453472,42439099,5453
42453036,42453038,1863
42502693,42486334,1058
825418517,42434855,2261
595729841,42429215,2314
480217241,480213827,5603
42452816,42452817,1052
42896918,42844527,2997
42453187,42445390,2859
103859912,103869525,4630
42453236,42445215,2968
42424932,486869939,772
42453700,42429636,1028
42453669,42431230,2314
42844527,42896918,2146
42453175,42444829,1077
42502674,42484037,97
42895308,42895311,2315
42453717,42428863,2315
42453177,42444832,1509
42453183,42445369,924
42895303,42895302,1042
42453624,42428212,1246
42453417,42436052,1761
42453310,42440323,2739
42453630,42430594,1368
42453166,42444827,1869
42453036,42448162,1639
42453104,42446528,1146
42453158,42444833,659
42453258,42439887,1608
42453187,42442913,1481
42453310,42439203,761
588455736,588785633,6400
42453555,42430688,2935
42453166,42442850,1315
276204325,42866451,5619
42499999,42500003,1342
276203987,42844301,747
42746893,42759246,2795
42452812,42446072,504
42453000,42444055,1323
42452620,42457292,1547
42453253,42438236,6139
42846343,42835666,1437
42453241,42438908,4810
42452610,42457735,2507
42453008,42445666,1262
42453258,42437801,1310
42453251,42436726,1442
42452973,42445908,688
1970262955,541999391,3434
588718770,278638234,907
42434092,595105581,2808
42846795,42820046,1616
42502709,42476472,1148
42452610,42452613,2536
42452817,42448171,2195
42747188,42761006,5267
42896805,42841853,1476
42453220,42437177,3931
42452809,42448726,730
42452975,42443975,1303
103876732,295228009,9261
42896944,42834180,2793
42453398,42429570,4064
42453258,42434361,998
588166450,1930487416,3363
103859804,103861394,9261
42452613,42453468,5126
42502926,42466389,1266
42452630,42444223,3040
42452951,42438485,1219
42452814,42444506,1382
42747489,42747493,1479
42845815,42845810,1616
42452564,42453220,3934
42451744,371206271,730
42451754,371206271,2694
42453379,42427393,4397
246580758,246580736,6142
42452956,42439409,2910
103171558,103174595,5938
42865831,597443960,1718
427804196,427804166,2535
42453216,42431200,3939
42486239,1970262955,1224
42896911,42827392,2997
42846208,42827962,745
278609934,587988061,4606
42896840,42833574,1966
246580736,246580301,3140
1773078006,1773076778,2523
42445598,248709626,1611
42895450,42874655,1937
42501792,42493358,2524
42846181,42827849,1438
42501776,42494930,1665
42452973,42434946,954
42452882,42436714,4073
295452099,295516882,11577
42896918,42827392,1874
482623880,482640607,417
42452365,42443534,1175
246580466,246580758,1912
42895228,42878189,1438
42453007,42432458,1925
42440408,2854054927,463
42501782,42493348,1257
106710490,106706938,8801
42846151,42827817,3521
1773076778,42437605,905
42846325,42818418,1437
42452310,42452314,599
373903786,42453379,3995
42842366,1064257394,1229
42430056,596788016,963
278609760,587988061,1014
42445505,1918039869,1948
1420632001,595703386,1725
42501208,42504219,1342
42501316,42501314,2315
42843048,42919255,1438
248708583,370924945,801
42452564,42439485,1078
42501314,42501312,2315
279603573,42849685,2315
1773076513,42437605,1450
42452290,42447308,1765
427804029,42446504,783
42452330,42446171,291
42452816,42429832,1778
42452310,42446632,3794
2059304029,42435310,2146
42452048,42445489,1574
42870348,2570180837,1276
42452817,42428411,881
42452556,42437465,1161
42452006,42454642,690
2799469682,2799469684,1475
42452084,42451593,1055
42885742,106078799,5586
2059304029,42433927,882
42452598,42431805,1143
42452396,42440553,648
42452067,42451660,531
1369956654,486819531,13242
42422026,2569923492,2362
42452006,42452008,5725
42452040,42449570,797
1272562732,2821304146,2957
2844853160,2844853158,4214
373903786,42439295,9582
103858840,103869216,7917
1773076513,42432184,1047
2844853162,2844853157,6321
42895311,42861200,2315
42430056,596776041,1421
1773076513,42429754,498
2844853157,2844853162,6652
2844853160,2844853157,5919
2844853158,2844853160,4185
42452067,42445603,937
2844853157,2844853160,6321
2844853156,2844853158,3940
476241555,1698103521,1890
42452026,42432142,772
42501891,42464955,1078
42500039,42525919,945
42452353,42434072,823
42452396,42433587,944
42846846,42788904,5013
597237337,42844233,2312
42429974,596775963,1888
61275601,42446386,2430
42429974,596775985,925
42452290,42433756,756
42453691,1773066054,1517
42452290,42435343,1261
42446678,247081122,11501
42500683,42506511,1257
42500696,42506525,2524
42452076,42440686,539
42746508,42746505,1276
42452015,42439551,3361
42452015,42440838,3314
42451660,42452067,1006
42452630,42421946,2859
42452076,42437996,960
42452353,42430350,1829
279603573,42833276,1935
42452056,42437589,1104
42451564,42453253,6139
42895509,42846846,5013
1544809891,481201672,2460
42451593,42452084,1074
61275601,42440253,6854
42451332,371188756,11853
2408421259,476241567,1546
103858718,103858697,9261
103858697,103861117,9261
103858361,103872547,9261
427804166,42423832,4629
42453406,246866830,3352
42451695,42446668,2516
42843183,42894248,1438
42451712,42446398,5646
103858671,103861105,9261
42452107,42433554,2689
42452008,42436903,5468
42500683,42500680,2535
103858748,103858718,9261
42895302,2629162214,1042
42429682,596776009,958
486819535,278637105,17268
276204425,42818588,5004
106717940,276317470,2936
2408421325,476241567,1939
103858517,103864594,8848
42452026,42433574,1032
42451593,42447428,1644
42452084,42432099,2409
42452040,42432152,279
451052015,451051793,5020
42452067,42432085,970
427804029,42423832,2314
42451370,42452994,4630
103857853,103883766,1248
42452048,42432161,841
42931320,276069438,796
42844297,42844301,2917
42451674,42437686,1142
42452107,42427335,822
530475880,65614878,2686
42445033,2348991701,1510
42421972,1061531509,2840
276204366,42817428,5264
42451540,42446221,5564
42451754,42439416,1443
42432548,595105531,2829
480213827,42482429,1866
42501316,42474668,643
276385544,2548015256,2996
42421809,1061531550,1654
1773076778,1773078006,1661
42451766,42435522,529
598228127,373864855,3814
42421749,1061531654,955
42421775,1061531454,3346
42451231,42451280,10209
42844433,42844527,1145
42846269,42786670,1438
42451564,42439873,2449
246923513,42451370,2980
42499830,42513726,1438
277482762,371231340,9357
42421741,1061531654,1352
42423206,1044184577,9149
103858344,103858748,9261
42430749,2061592973,516
1698103521,1698103483,1385
2821304146,278641497,874
42745934,42744747,1479
42844256,42844259,2838
42842354,42903808,1275
42451773,42429348,978
42842754,42891833,1437
42844259,42844264,2918
42844274,42844279,2918
1698103410,1698103508,2732
42892933,42906439,1930
42746255,42735812,1438
1825841700,1792535231,2032
42430004,2821304138,645
2757492815,2757492822,5700
42745925,42745934,1479
2757492822,2757492824,5700
42451744,42424142,1759
42841778,42917872,2232
42451660,42429643,531
42451593,42432097,716
42892924,42906425,1342
42451674,42428232,734
42443832,588455744,1470
42451126,42445420,6137
42500051,42500050,1010
42438485,1834852948,1215
587812578,42431099,1474
42451370,246909451,2023
42844394,42835549,800
2821304146,278642768,2308
42450814,42454010,4624
42440134,42438923,699
308679541,103859912,4630
42447273,42447275,2531
561035351,561035354,5042
42450015,42443027,2137
42499172,42499167,1230
42766929,1931610637,1631
42428010,596799891,2363
42844233,42836093,2533
42425348,595314119,2163
483584559,2408421138,3682
1895628122,598031871,1397
42894248,42858943,1438
42450814,42449691,7486
2757492824,2757485441,5700
42451018,42439191,1632
42821328,1934649966,2997
278642478,278642480,2240
278642480,278642254,1252
42450456,42456708,1063
597311189,597311193,13893
42500046,42492303,3000
42843178,42858939,1437
42452314,246866798,3954
2831728346,2831728347,815
42428007,596799866,2857
2831728349,2831728347,1266
42793624,42825887,9243
277032734,597500970,1210
42500003,42492401,769
42844264,42825343,2918
42500041,42487054,1575
42451409,42422270,6944
597261864,597261861,2948
42844251,42825925,887
597261861,597261862,2948
42844279,42825556,2919
42841778,42888672,3201
471244587,596271084,16775
42450434,42445033,1388
42919829,1904847201,4982
42451280,42424145,12318
471244797,596271288,1985
277482066,1934650109,12343
42831190,279155134,1276
42450426,42445936,1058
42498314,42531627,1655
42844301,42817470,747
2854054927,42440408,887
42443336,248709587,2153
42842881,42860217,5938
42450809,42432548,7401
42450468,42443068,1968
42841786,42888633,1715
42449938,42453999,2074
42450434,42440966,1649
42450341,42445039,1492
597311193,597294550,4630
42841853,42888709,1476
42450688,42432548,1807
42446182,589928040,588
42450468,42436653,4197
42450071,42449840,2789
42449890,42455465,5898
42841815,42888688,2214
42450066,42449422,5592
42450055,42450057,2132
42450341,42440935,1208
42449918,42446275,1379
42450057,42445827,2754
42450820,42423296,14662
42449886,42453104,1532
42450044,42449007,1451
42841770,42888664,1609
246580736,373903786,6189
42450035,42448735,2256
42450089,42447208,2712
42450426,42436700,454
42499982,42472268,1342
427850819,427850840,16265
42450325,42439335,1050
42499996,42472268,4317
42450057,42447182,1476
42450066,42447192,603
42450061,42447187,699
42450080,42445196,2675
42500050,42469624,1342
42443127,1918039896,2134
42450820,42423295,4415
42450044,42447166,878
42450489,42433281,2655
482671987,482661734,266
42450489,42433298,377
42449828,42453220,1490
42449945,42449947,1938
42449947,42449948,1957
42450037,42447154,880
42450025,42447115,1783
42450035,42447144,2460
42450030,42447136,1727
42449938,42445661,1791
247227450,42424427,2027
42449963,42448379,1313
42449954,42448813,2785
42449932,42449685,1730
42449971,42448321,1088
486849241,486859051,1773
42492415,278634793,3423
42793624,42804992,3008
42449979,42447020,1860
42449985,42447235,833
42449926,42449314,1000
42449991,42447076,1060
42450030,42445740,1862
42450009,42446472,2877
42450048,42445261,1694
106127689,42904206,8938
42892917,42870429,1438
42449954,42446986,1051
42492415,278633201,3943
42450037,42444500,1435
2854054927,42427335,1724
42449947,42446971,2460
42449945,42446959,1410
588166450,42434962,7857
42449926,42446933,2713
42450057,42443068,780
42449928,42446935,1547
42449918,42446932,1435
371034137,276036211,4784
2472695924,42909227,9159
42449600,42429563,2176
42449308,42453183,3532
42427915,1946814074,2816
42450352,42430747,1266
595245925,595245918,5363
42449928,42445378,2651
42449890,42446875,1593
42449582,42456206,2882
42500041,42464538,742
42449576,42456197,901
42449886,42446533,1617
42449961,42442955,3921
42449948,42444051,908
595245925,595245860,1614
595245920,595245918,1475
42449963,42442957,4077
42450634,42422682,2521
42449971,42442961,2872
42449685,42449938,1740
103856530,103870325,6946
42450083,42438774,2907
42449956,42442952,2941
42744118,42761082,1041
42449945,42442937,2633
42449948,42442943,1821
371034141,276032821,16656
42450025,42439403,3301
276314522,1934649951,5411
42449833,42446164,1152
595245860,595245925,2282
42450052,42438953,1452
42841795,42877856,1718
42841795,42877851,1010
42449828,42437174,3083
42449683,42445909,576
42449600,42449597,404
42449956,42440463,1336
100662028,100662030,13583
42497737,42532193,3024
42498630,42503302,548
42450015,42438503,1390
42842596,42850855,1437
42450061,42434385,2530
42449582,42449580,1329
42449685,42446942,1396
247074607,42434827,10235
42744747,42736335,1479
246906179,588720448,4883
42449550,42450434,1391
301546018,301546017,1757
42449843,42439498,3626
42449961,42436707,1763
42449979,42436519,971
42449893,42439170,1378
42498552,42502401,1230
42449308,42456568,2931
371209940,371239958,18125
301546019,301546018,1936
103118057,103162788,3958
42449840,42439490,2789
42449893,42437283,1058
42790935,42874091,1616
42499470,42473222,1438
42449689,42442918,1669
561035354,561035351,2862
42842554,42839056,2436
42454325,402480678,2084
42498514,42498506,6171
42842601,42842596,1437
42457925,370913779,16812
42449942,42432451,1255
1722116498,42431000,338
42450028,42429338,912
42488330,598035427,1265
42842564,42842559,1732
42449991,42429690,2861
42842573,42842569,1994
42449982,42429980,698
42449089,42457426,2580
42842569,42842564,1994
42499167,42477907,1230
42449308,42446934,2118
42449817,42433298,650
42440330,387184869,1705
42449576,42442269,2463
42449314,42449928,2502
42449427,42445426,5081
42449890,42431459,1245
2262434175,2844853153,5931
42842479,42842481,475
103856530,103856534,16265
103856534,103856544,16264
42449580,42440545,1331
42449906,42429896,1246
42449886,42430886,2155
42497773,42519238,2309
561035354,561035355,5042
42449314,42442910,3928
42842371,42842368,1437
42449341,42444909,3238
42449422,42443078,1433
42449029,42455181,2619
42498312,42498314,1655
371212085,42433490,18261
371212085,42433376,1886
42442175,248709390,1065
1584024995,42448593,1168
42842368,42842366,1437
42842366,42842364,1437
42743833,42750216,2850
42448996,42453545,774
42449641,42433072,1479
561035355,561035354,3216
42842364,42838565,1437
42743425,42761241,1985
42449089,42449098,4629
42449589,42433292,2176
42449597,42431611,1313
277481765,100662035,9054
42449007,42450048,1056
42842492,42833012,4565
42449333,42439272,284
42449341,42439286,2995
42449023,42449021,2173
42449422,42435396,2789
42841760,42856551,1321
42449333,42438785,4412
42447275,42447278,1544
427850840,42444991,3164
42497683,42497685,1196
1692433916,42445520,956
1692433938,42448549,340
42449570,42428436,877
42498630,42482017,1038
42448726,42456575,1432
42448711,42456961,451
42449005,42446093,588
805771586,1918039896,2048
42449589,42428473,617
42449691,42422899,3242
42842559,42827975,1732
370915065,370923579,16905
42449010,42445263,1060
42448745,42452814,1352
1584024995,42440280,1360
1584024995,42440277,719
42449187,42435497,1240
272195276,588545728,1265
42449017,42443298,4982
42449098,42440946,5469
42448593,42456492,1168
42449021,42442857,2593
42448483,42459820,978
1692433920,42448552,1386
42448735,42450037,1781
42885757,2844853156,5143
42449007,42443056,2354
42842303,42832974,1022
42497777,42502653,1936
371037408,2089938148,18504
246909454,588593353,5838
42448326,42455119,4158
42497588,42502648,822
103115846,76465370,10851
42448707,42448711,1485
42448711,42448707,3562
42449187,42433927,1059
42448655,42448661,1973
42497674,42502701,373
42497669,42502693,972
42448979,42436724,1802
370915060,370915065,13712
42448701,42446925,636
42448693,42446925,1270
42448549,42450325,2128
42497780,42497598,1936
42448693,42445867,705
42841755,42841760,1351
248709390,595703341,1210
42890454,42906413,2315
103872499,295228165,9261
1692433928,42440553,609
1258875665,597844574,2294
42448552,42449576,2882
42497733,42497729,2831
42870230,276315677,2534
1692433941,42439542,1410
42497724,42497721,1499
42497721,42497720,749
42449017,42434140,1619
1692433935,42439537,1840
42448735,42443048,1235
42826823,607954910,2976
42497598,42497602,1821
1692433907,42437618,564
277481750,42449515,13827
42425223,595245843,1046
42497681,42497683,1012
42448329,42454660,1935
42448701,42442889,796
42448707,42442889,1222
42902894,42518739,1438
42449045,42430861,687
42449067,42430857,1385
597363919,2689614147,3958
42448813,42438891,1281
42449067,42430247,2481
597414711,276314183,3433
1692433939,42436848,1481
1692483438,42474135,5069
42497612,42497624,2137
42448661,42442628,1973
1692433932,42436788,1088
42449038,42430942,1571
42449027,42430924,667
42497624,42497631,2385
481250111,482652239,1338
42497602,42497612,1821
42497780,42492219,1906
42449023,42430914,2576
42449021,42430903,1850
42449017,42430886,1703
42497598,42497780,4387
42497598,42497777,1140
42448162,42452816,2076
42448406,42448390,2907
42497588,42497591,2297
42497593,42497596,2297
42743357,42743353,2460
42497596,42497598,2297
42743349,42743345,2460
42448701,42440326,3072
42497591,42497593,2297
103855253,103867983,3958
42497737,42492524,2603
42448693,42440323,1055
42497580,42497588,908
805771586,1919595914,1807
42497734,42492524,2565
42497737,42492415,3948
42448693,42436578,2366
42448379,42446999,895
42448321,42449979,974
42498503,42467929,2954
588175755,279603573,2999
61272284,42438306,1046
42743353,42740896,1230
42497677,42492270,1409
42448701,42436586,2816
42448329,42448326,2371
486876059,42429773,1029
42448283,42449843,1390
42497646,42492244,1145
42448707,42436598,1393
42893106,42815965,1342
42447285,42447281,1383
42941870,42860563,654
42448430,42437755,982
42448238,42447126,3844
42448605,42436734,1072
42448278,42448283,1312
42448283,42448278,1235
42842376,42814259,1437
42448390,42443618,1849
42448338,42445941,434
42497685,42488408,1196
42448655,42434259,1628
42496867,42513154,2525
42482417,480217241,1974
42448379,42443615,1295
42743345,42736247,2460
42448390,42442959,2079
42842400,42811340,1615
42448440,42437481,1316
42448406,42440565,749
42497773,42483504,2918
1692433919,42428447,1700
205020852,370880758,4371
42448406,42440567,950
42448171,42448162,458
42496680,42517087,1230
42448745,42428052,2492
2757485453,1657671821,5700
42446504,427850840,2226
42448216,42446031,602
42448440,42437760,457
589100267,589100232,8677
42497734,42482552,2884
42448238,42435514,2856
427850840,42434434,2010
42941870,42867654,5018
589100232,589100267,1824
42497737,42481889,3957
483584559,482623880,837
42497631,42484039,2385
42742974,42743136,2460
42497580,42485646,2758
42448257,42439416,2540
1538237503,2821304146,1315
42448506,42433173,3164
486873300,42505389,2252
42867013,597261864,2948
2447553689,2447553691,17373
42812008,2295039214,2315
42480527,598228119,8662
247081122,246650510,7372
42448203,42439389,1224
42448605,42427523,608
42497691,42478289,2626
42497662,42478113,2625
42422399,595314118,11871
42448552,42428447,1349
2408448893,42733686,2959
42497677,42476474,1196
106705771,106711074,16703
370914027,370922849,15078
42436531,593300940,676
42448257,42435522,585
42448254,42435518,3364
42742294,42739327,2553
42888688,42926417,2214
42497788,42466290,4044
106705774,106705771,10071
61272996,61273001,9680
42443118,371321235,1149
247123615,42430745,1523
277481814,42423206,9149
42745890,2912071217,1985
2708237394,42817773,2132
42497784,42466454,4367
42743369,42719570,1230
42432060,805771586,3721
42496867,42496869,2959
42478307,598291114,4437
42448423,42424767,1157
42497720,42469358,914
276060672,2087152354,5115
42448329,42424672,2525
42448257,42428029,1494
42447418,42454622,2431
103861445,440243782,6946
42448171,42430115,2958
2459401771,42867023,2107
103859189,2881922068,1484
42448278,42424117,2413
42447428,42451593,1074
247123611,42424218,6844
42497646,42468449,977
598291100,598290960,4364
598291114,598290954,4437
1692433907,1773082410,1269
42447308,42446733,1260
42496521,42496516,1580
42888664,42926395,1979
103215751,103215744,1342
42447132,42458766,714
42447228,42455662,798
103215737,103215727,5372
42888672,42926409,2995
103215738,103215737,1342
42838415,42908548,2215
42447144,42456578,2886
752178858,103861405,4630
276299179,42898891,2743
42447399,42447389,977
42496559,42496556,2835
103215727,103213791,4459
100522479,561042197,787
42447326,42447323,3085
370913779,370913784,16812
370913784,370914027,16194
42447076,42455694,1296
42447330,42447326,3085
42447154,42452812,3006
370913767,370913758,11697
42447295,42447303,822
42447308,42447303,1018
42496432,42497591,1881
247223720,42457788,957
42447115,42452954,1338
42447303,42447308,1350
42447303,42447295,852
482617550,482620176,1475
42446701,42428239,758
103166412,103149542,1979
42446941,42449932,2016
42447060,42449985,1261
42749525,2024846056,1438
42496098,42506213,1479
42447336,42445219,1973
42447020,42455113,740
481404934,476241555,16597
42447174,42450048,1312
42447176,42450052,1724
42447196,42449422,1241
42447169,42449005,631
42742386,42735053,425
1396352292,42743357,2460
42447249,42447246,2769
42447235,42447069,1742
276065908,482661024,1604
42446933,42456568,530
42447154,42447149,2128
42447230,42445976,820
42447201,42447199,1512
42447209,42447208,1082
42447428,42440408,329
42447196,42447192,1070
42447149,42448735,2498
42447105,42450015,4956
42496869,42478909,2959
42447084,42450009,1106
42447182,42447179,1244
42447303,42443426,1844
42447169,42447166,736
42447174,42447169,1254
42446932,42454522,865
42446945,42449938,2180
42446991,42449956,765
276299282,42885400,6147
42447207,42445189,1118
42447149,42447144,1949
607954910,2629162213,2976
42447030,42449982,987
42838999,42882356,1438
42446935,42453183,1839
42446994,42449961,1659
42447206,42443819,587
42447176,42445259,1258
42447237,42442983,1817
451074830,598054698,10327
42447007,42449971,1465
205019740,370880734,17366
588178801,276320116,2559
42480537,598202929,2287
598054704,42519812,8821
42439813,588455744,1078
42447069,42447230,666
42866850,597237337,2312
42447144,42444814,2142
42447069,42447060,1070
42446999,42448338,840
247224533,42424229,3805
42446854,42453395,962
42447009,42448321,1393
42446949,42449942,998
42447246,42440825,2763
42446987,42448813,962
42494930,1258875710,1524
42446935,42446934,1967
42446977,42446971,5937
42447323,42437188,2181
2531682690,42422035,874
42446942,42449683,578
278609934,370759316,2240
42447009,42447007,608
42447020,42447009,1228
42839117,42874669,1974
42446925,42448693,556
42447285,42437916,1414
42938502,1241986499,3074
42446999,42446998,664
42446925,42448701,947
42429890,2302133933,4963
42446987,42446986,2921
42447389,42432961,977
42447435,42432073,2532
42446875,42449890,1239
42446772,42453216,3939
42446971,42446959,2368
42496110,42496107,3054
278642768,1272562895,2309
42496115,42496110,3054
42496093,42496091,1414
42496098,42496095,1414
42496107,42496102,3054
42496102,42496098,1356
42446942,42446941,1002
42446945,42446942,1010
42496095,42496093,1414
42447105,42436917,2012
596747423,293802328,13549
42446949,42445656,355
42447237,42437451,953
42447308,42435359,880
42446934,42446933,1874
42447295,42435341,606
42447235,42437436,834
42447230,42437428,1381
42446879,42446875,1632
42888633,42908901,1715
42447281,42435335,972
42447278,42435333,1478
42447126,42439399,2085
42446889,42446885,2374
42446933,42445411,1413
42446994,42440459,589
42446825,42446800,1649
42447179,42436619,892
42447187,42436644,820
42446849,42446854,504
42446562,42455007,1382
42447115,42438498,2016
42447199,42435395,2017
42447192,42434384,763
42446800,42446849,1387
247123651,61272887,2267
42446640,42452314,4470
42446504,42455751,1622
42446849,42445286,713
42447208,42434129,917
42445924,42452353,593
42446363,42449550,1396
42446533,42449886,1697
42444457,2831728347,1263
42839112,42866064,2739
42447166,42434169,2124
752658835,103115846,12349
42447132,42435509,2116
42910593,597443952,694
42446885,42442877,1406
42446733,42447308,873
42741047,42759497,2850
42910579,597443931,585
42446991,42438889,1355
42838565,42882916,1437
42446455,42454679,1149
42446721,42446723,645
42446925,42440325,1849
2821304136,2821304137,804
42446998,42436705,667
42496516,42474987,1829
42447030,42436516,1187
42839067,42865986,3010
60927817,60927819,1661
42839058,42866074,2967
276210876,100662028,16601
42446640,42446632,960
2821304146,2821304143,395
42455357,246649429,419
42447249,42428428,720
2821304137,2821304138,1254
2821304143,2821304146,2899
42496512,42473632,1565
2844853153,42885757,5143
42527617,598300223,6672
243516350,750332277,16264
42719445,471244433,7901
247223720,42435264,1140
42446701,42443680,814
42446986,42434085,565
42447076,42431678,903
42446889,42437289,2870
42908896,2447703182,1715
42446875,42437283,1576
42447136,42429334,945
42447060,42431654,1074
42447007,42432847,1496
42446778,42440108,1437
42446941,42434954,1932
42446466,42446461,1589
42447210,42424757,1437
42446547,42446552,1847
42741272,42747489,2959
42447084,42430060,1957
42444985,427845251,2191
42446528,42446533,1287
42446266,42454522,1699
42446488,42445914,775
42446466,42447084,1960
42446959,42432444,2459
370912945,370912817,14819
42446472,42446466,753
42446875,42434355,625
278638234,278638345,907
42741038,42741043,2387
42446562,42436947,1484
42446363,42445027,1354
42494845,42517021,1347
42446733,42437218,1260
42446488,42445649,649
42446461,42446016,502
42446668,42437670,885
42446932,42429890,2427
42446066,42456575,1385
1773121034,1773121031,1353
42446632,42438030,2051
103215744,103180324,1342
42741279,42741272,2959
42446353,42445930,1109
2459401771,42826933,3041
42495871,42484237,1479
42446800,42429577,1079
42446293,42446291,1254
2025188861,2025188844,2959
2025188866,2025188861,2959
596271084,42737584,8387
42446041,42454189,1229
42446632,42436181,678
42446723,42433163,3291
42446266,42446270,870
42446164,42449828,1071
42446270,42446932,1221
42446072,42452809,1467
42446270,42446275,3308
42446138,42450456,2678
42446721,42432352,1062
42446138,42445843,2310
42440854,1812608108,4693
42446533,42436941,1607
42446547,42436943,1408
593915305,593915303,1910
42446552,42436944,2918
596788016,42438795,964
598054736,42492404,629
42446026,42452951,526
42445953,42453674,981
42446521,42436935,1004
42446528,42436939,1127
276096739,42844259,2633
42741106,42741110,1631
2028383634,2028383638,2959
42844251,277046311,1400
42741043,42741047,2850
42446275,42442898,1539
42446478,42436922,1916
42741098,42741101,1631
42445917,42454428,720
42446472,42436919,3085
42446177,42446182,850
42741087,42741091,1885
42735759,2028383634,2959
42838766,42858334,1437
42446353,42440452,531
42446617,42432241,2698
42446132,42446138,2887
42446161,42446164,1212
42446036,42449187,762
42445520,42431165,949
42445417,42453187,2841
42445924,42445926,2083
598043810,598043784,2314
42741110,42735942,1631
42890438,42826850,1153
42890454,42826823,903
1773121034,42439236,1449
42446031,42448203,859
42446086,42446093,782
42446093,42446099,589
42446723,42426374,2532
42446622,42428368,395
42446070,42446072,2157
42445896,42451674,943
42446099,42445256,513
42740896,42743349,1230
