begin_node_id,end_node_id,Other Volume
589298803,42429981,834
42465284,42465281,1348
42465288,42465284,1348
595245920,1672106382,1571
42465276,42465273,1348
42465281,42465279,1348
42465279,42465276,1348
42428922,561035359,5043
1773082410,1918039898,1027
42858947,42836292,1436
593915295,42446678,1410
42465250,42465246,1348
42465260,42465257,1724
42465263,42465262,1348
42465262,42465260,1724
42465253,42465250,1348
42465257,42465253,1348
42514447,42513157,3311
42908901,42866622,1715
42465238,42465236,1539
42465246,42465238,1319
42514559,42509228,2315
42858934,42843178,1437
42428080,60918583,1927
597261862,42513166,2148
106074992,276235958,3483
486864458,486873300,2089
42430233,1692433942,2114
42514188,42519258,2838
247085079,247081122,8503
42430187,1692433938,4112
42908517,42876795,2231
42858334,42858980,1437
42464419,42484216,1479
42910092,42825302,6091
42797312,106090514,5839
42859920,42807818,2446
106717940,588178801,2310
1064257426,42809781,2878
486864458,486871373,9338
103879149,440244523,8848
2569923492,42422026,1080
103872510,103863417,9261
589298584,42427965,3785
593915202,42443977,901
42443612,596775951,688
42877708,482655346,2007
42897099,279155134,591
422438821,42455662,958
42464938,42464936,462
42515018,42486265,1266
246887345,42440850,2813
246887345,42440847,2367
42793624,276069438,2463
42515011,42486239,1224
42464955,42464953,1078
277385119,42820847,2920
371247627,593909400,2312
597325450,597325461,1438
42464936,42464934,462
593915305,42437670,2823
42844233,2799469682,4998
247227450,561950065,852
42844233,2799469684,1230
246887345,42436088,2825
42908540,42866384,651
42808177,42832467,1713
103872546,103858344,9261
42464273,42482403,1975
42464852,42464848,2693
42514974,42483561,591
42428928,561035359,4266
42464580,42464586,749
42464292,42476636,1926
42514274,42502705,2007
42504249,598035431,2303
2831728347,42444453,1453
42464621,42470434,1347
42910339,42808179,1224
595703304,595703303,2490
595703303,595703309,2175
593915293,42430629,1304
595703269,595703283,1075
42464589,42469879,749
589298326,42428013,6158
593915305,42430629,2832
593915211,42433644,2681
593915305,42430639,1068
42858888,42823995,2877
42424610,825418517,318
593915255,42430651,803
593915274,42430639,710
1919595921,1919595912,1860
42846208,106133540,2806
593915255,42430643,365
1919595912,1919595923,2765
370922849,42455929,4933
589298178,42428014,542
2831728346,42438772,2283
2757013720,42812173,5938
42759497,42759500,2850
42464542,42466412,1575
42464586,42464589,749
42428934,561035363,5045
42428970,561035378,1899
42515022,42471130,804
42464570,42464576,1774
42464576,42464580,749
42514448,42491236,1655
42434427,2779131560,1785
440244527,103880198,6946
42461379,248606828,8970
42858925,42817940,1437
587988392,825418517,1625
752196193,103868781,1983
42514854,42475764,1078
42808170,42818487,1381
42514974,42471048,803
42908911,42841786,1715
42428939,561035363,5151
42428951,561035367,2521
42428964,561035376,5974
42428966,561035378,5974
42428966,561035376,4603
42428951,561035369,5046
42428962,561035372,2527
42428956,561035369,1257
42428939,561035365,5045
42428944,561035365,2224
597261862,42486600,2625
42428944,561035367,5045
42858972,42815354,1437
42908947,42839112,2739
276317706,42867013,5908
42900660,42923772,4553
1782672705,1782672710,730
246580982,42445769,9574
42806613,42846269,1438
1692450029,42439178,1816
731930674,1396367334,18514
42428892,561035351,5043
42428917,561035355,3720
42423307,370892861,5500
42428917,561035357,5043
42858903,42816102,1437
42513496,42514188,222
42428912,561035351,1845
42428840,561035338,1089
42513150,42523216,2228
42428880,561035348,2504
42513726,42505492,1438
42464297,42464292,4307
42514188,42490577,929
42759500,42750201,2850
597324677,597324662,8635
597324663,597328332,8635
42463651,42483401,2881
276318048,42852827,2312
42428814,561035334,518
42428799,561035332,679
42435250,1061531509,2041
42428799,561035334,1470
42856563,42883002,1041
277029719,42809660,2878
42428782,561035332,673
42428782,561035330,1044
1934649966,2807666064,3799
42759246,42756052,2795
42423296,370888100,5662
597294550,277385120,2315
42759735,42734886,5700
42858955,42806613,1436
42856521,42882973,2091
561950065,42431280,853
2348688907,42456084,2289
597324661,597324663,8635
597324662,597324661,8635
42808193,42808195,971
42908954,42827952,2472
2569923500,246866798,3643
42808162,42808170,2763
42807841,42817812,2716
42906428,42906425,987
2569923492,246866798,2450
277385050,42799103,4604
42513634,42494193,1718
106133540,106090514,8726
42807554,42824080,2107
42758642,42768534,1985
42807567,42824096,4532
1775270664,42432068,2947
42513154,42513150,2525
42513157,42512085,3311
42463657,42471046,441
483598102,2408421138,2937
42513012,42516187,804
559862621,763020156,5411
42429986,589298803,756
42426374,595703226,770
42908871,42825957,2315
2757013562,2757013588,5938
370880739,370880749,7941
42432706,593921856,2987
370870741,42469214,3057
370870741,42471291,1046
440243697,103882084,6945
597500970,42917872,2423
1692483438,480217241,2253
42908881,42818468,2897
440243666,103879734,6945
103865598,2404083356,6946
42513166,42500696,1258
42514274,42467417,2616
402480678,42454325,1303
42512070,42532947,688
1834852948,42436911,1078
1946814074,42427915,1879
1733614298,42442422,1805
1506902240,42436192,1200
42906419,42889760,2764
42855364,42900239,2234
42906413,42890454,903
2439667846,276067533,1258
42855339,42900269,1724
42461448,42527665,2796
42825919,2034007426,1874
42513157,42496867,2524
103235642,103111330,1979
1927807845,42841770,1609
42825925,2034007426,2940
42512479,42517465,973
370880749,370880759,7937
2757013588,2757013603,5938
42856566,42856563,1135
42856620,42856632,2451
2799547042,42826070,963
42908847,42812008,2315
370880734,370880761,8977
42856632,42856636,2451
42428454,1692433919,1129
42433886,422438905,1487
42856566,42856569,742
402480678,42445769,7617
1061531807,1061531504,1071
276235958,597443960,1737
42856569,42856566,1135
440243782,103866330,6946
42856610,42855355,2450
2757013603,2757013616,3958
42856551,42856546,1581
2757013638,2757013657,1979
42856563,42856560,1332
42856560,42856556,1136
42445603,1775260897,1129
42908548,42817753,2215
42455519,60007350,13889
2757013616,2757013627,3958
42856544,42856541,1355
2757013627,2757013638,5938
42856546,42856544,1478
42856537,42856527,1355
42512479,42512477,2370
42856541,42856537,1355
1782672710,1782672705,2315
42906255,42876570,1438
42807128,42807132,1438
103870384,103870392,6946
1775270664,805771586,1173
42461394,42519809,2702
1061531654,1061531717,1470
1061531637,1061531603,1717
42885400,276314522,6147
42434160,1061531637,544
1061531603,1061531839,888
42461394,42517603,2972
42804745,42884844,723
1061531603,1061531637,489
42807132,42810972,1438
42425570,595703303,1665
42831212,2570180837,723
1061531575,1061531654,681
103870309,103870311,5971
2025209370,42757938,2959
103230928,103245965,5938
103870382,103870384,6946
103870379,103870382,6946
42906419,42876752,1942
440243599,103864298,6945
1061531527,1061531707,858
276317345,42836389,1475
1061531509,1061531447,1213
2757168852,277029610,3958
1061531504,1061531807,1245
561035367,42441774,2959
42856527,42849727,1355
42807081,42809543,2460
42511953,42517097,1438
42807105,42807106,1230
42807116,42807117,1230
246580982,42439295,7617
1506902240,42422038,285
42807124,42807128,1438
42807117,42807119,1230
561035330,42441913,1265
42807119,42807124,1230
246885877,42424258,4627
42807113,42807116,1230
103870325,103869105,6946
103870392,103867026,6946
42807106,42807108,1230
42807109,42807113,1230
42807108,42807109,1230
42512120,42511953,1438
42807086,42807093,2460
42856636,42844394,2451
1061531447,1061531509,1062
42807102,42807105,1230
42807093,42807097,2460
103870467,103864243,7917
42807097,42807102,1230
451051793,42483504,836
42807081,42807083,2460
42428840,2541754762,2682
42807083,42807086,2460
42512055,42514559,2315
42807078,42807081,2093
607955129,42824399,2310
42904563,42915529,1438
596747483,763020163,11575
246580758,42437914,3705
42856556,42841760,1093
1927807845,42824162,745
103869921,103878596,6946
42905218,42908487,2407
