begin_node_id,end_node_id,lanes
42511716,42487311,1
1698103194,276060694,1
103868764,103877570,3
103869101,103865593,3
1258875489,1258875373,3
42906439,42833349,1
42430688,593921859,1
276318085,277124927,1
103869216,103861215,4
595484165,1858067878,3
42422258,246580758,1
42432564,1061531757,1
370759316,278642478,1
103867974,103868809,2
1934649938,276313892,1
100522728,42443811,1
42435716,1825841700,1
103868809,103868813,2
103868813,103868815,2
589099881,370915060,6
248709820,42457788,1
587934079,587933855,1
2481865390,588455736,2
42756130,42764849,2
103869196,103855253,2
42906425,42825879,1
2805340010,42489486,1
471244433,100659881,1
103868835,103866383,3
42804745,42831193,1
42430639,593915305,1
373867810,449658617,3
371225085,42424109,2
60921026,42737555,1
247081122,247085079,5
42434226,2324482224,1
1061531608,1733614298,2
42439556,596788016,1
42430643,593915255,1
42430651,593915255,2
42435553,607920363,2
42743136,1396352290,1
42430643,593915267,1
42430651,593915211,2
42856620,42790935,1
370927292,370924957,1
42832453,276317706,1
42499982,598054722,1
589099584,370915060,6
42804992,42818120,1
42430629,593915295,1
103867934,103886419,1
559865278,42481025,1
42511349,42482014,1
42421982,2710204310,1
42855140,42833059,1
1369722081,42449515,6
277031024,277030759,2
103881214,296933787,2
1733612459,42427991,2
42438300,595245860,1
293348993,293348991,3
42904586,42864393,1
42724756,595800979,1
42430629,593909446,1
103867983,103880616,2
248709626,42445598,1
103868269,103870467,1
42439486,596776442,1
42904155,42873410,1
248709587,42443336,2
42855339,42818003,1
42439392,596776127,1
42803578,42846208,2
763020163,246885877,2
1414020846,42809602,1
593909446,42430607,1
103867117,103866873,2
42431099,1061531807,1
42509015,42528868,1
42804992,42793624,1
42904473,42859976,1
42904507,42859920,2
42438795,596788016,1
42756052,42739311,1
42755256,42767057,2
248709587,42435272,1
42427742,592405093,1
42902909,42902907,1
42855140,42811446,1
248709587,42432556,1
602890392,42465318,1
42902896,42902894,1
371188918,589298625,6
1324496738,598202924,6
588036489,451028274,3
103880448,296933818,2
106138663,42905218,6
1369722087,42423170,5
42451787,387184869,2
42438886,596775882,1
42438886,596775870,1
595142429,561042196,2
42454423,1919595916,1
42509239,42518976,1
42431802,339044224,1
277030060,277030122,2
371188750,589298584,6
277030122,277029610,5
103867027,103869913,2
42904206,42847895,2
750332277,427850819,4
248606828,42461394,1
42509228,42514554,1
42755148,42754855,1
42481025,2406352164,1
247085079,42448996,4
42431037,1061531603,2
103866873,103881393,2
2708237394,598433545,3
42754847,42761340,1
42754959,42757756,1
60007350,60007353,6
42509273,42509277,1
103866947,103879723,3
42432108,486868873,2
42434427,1533280148,1
42852827,42866850,1
405988242,405989914,6
278609934,42448483,1
1918039880,1692433918,1
42438487,596776083,1
1918039898,1692433910,1
493889629,42434410,1
1567286094,1567286111,1
42858990,277031024,1
42509277,42505389,3
42904507,42833515,2
42826837,2472695924,1
42509258,42504284,1
588114548,42766929,1
42430989,1722116498,1
2799469682,276317107,2
42508211,42533186,1
42904433,42833612,1
42904454,42833561,1
277029610,277029719,3
42755157,42742294,1
276209340,42935204,1
42432094,486867605,1
278609934,42438468,2
100661124,42817491,2
750332275,427841011,4
42453327,1918039880,2
486859051,486869939,2
42904174,42838999,1
42424605,373850911,3
2827501292,42768560,1
103867026,103864489,3
42902907,42877013,1
1773084405,42437626,1
1773084405,42437618,2
493889629,42428374,1
42509922,42476509,1
1825841754,1825841700,2
278609760,42438476,4
278609934,42433229,1
2307230978,42480088,1
1825841700,1825841754,2
42803005,42823909,1
1698103508,483598102,2
42431000,1722116498,1
1698103483,483582707,2
42459493,42453398,3
42904586,42817776,1
1773084405,42431165,1
42453610,1919595921,1
593300940,42436527,2
279155134,42831190,1
42493403,598202957,1
42903808,42842601,2
42429023,595473295,1
103866383,103875882,3
248707601,42459636,2
272195271,2821304136,1
42904211,42824223,1
42459579,42453080,1
1782672705,42459493,1
42435714,2698702581,2
2324482224,42449027,1
1203806320,1203806378,1
42900660,42932888,2
42754855,42734113,1
42901466,42904155,1
42459436,42453472,2
103866383,103868835,3
42901476,42901479,1
42429998,1061531527,2
42509239,42480069,1
103866330,103868822,3
42459636,42442939,2
42424610,1104165608,1
42849753,42932492,2
42893083,42896911,1
597443942,42818337,2
440243609,440243599,3
42457821,42453700,1
599062332,596747483,5
588114597,42752942,5
2089937973,2689614147,2
106089864,42797312,6
42430651,593839894,4
42430664,593839894,2
42935204,276209340,1
42459579,42440476,1
42509247,42473953,1
42900269,42935137,1
2844853162,2708237394,3
103866265,103861936,3
42902825,42854231,1
42900657,42920467,1
42459436,42440943,1
42440697,1775270664,1
42900618,42920480,1
588114597,42753392,1
597294497,42866384,1
2631530263,2721508555,4
2089938015,276315006,2
2089938003,276315001,2
42428080,595484165,3
42459820,42427242,1
2447553689,100661124,6
1919595921,42453607,1
1931610637,42766931,1
42509213,42466376,1
2324482224,42434226,1
1919595923,42453610,1
42509052,42471089,1
370925141,370924689,1
42458943,42438300,1
1919595924,42447435,2
1919595927,42448549,2
276060672,1398594288,2
476241462,476241555,1
42899974,42932948,2
276313892,42797788,1
370924945,370927292,1
42900675,42908922,1
42802627,42800613,1
42436913,596776078,1
42453545,247085079,5
1919595917,42448552,2
103865127,103884740,3
1919595913,42448549,2
42427846,1764647101,2
42849753,42906439,2
103865593,103865598,3
595254571,595254573,2
1919595921,42447435,1
595254573,595254571,2
42458766,42446036,1
597294496,42856258,1
2089938080,276299054,3
42436703,596775914,1
587933855,60927817,1
1782672710,1431790464,1
2089938041,276298606,2
42436703,596775919,1
42753817,42734902,1
2735660226,2735660234,3
42454401,1782672705,1
42788904,106122928,2
1919595916,42436788,2
42436610,596776413,1
42832974,276209340,1
42458943,42437845,1
42825301,597311311,4
370924677,370924689,2
1919595914,42440697,2
42436640,596776349,1
1919595913,42436968,2
2640103270,42428980,2
42446021,1834852948,1
481404934,599275159,6
42436541,596776103,1
1919595927,42436788,2
42436541,596776156,1
42428737,1061531631,1
1919595917,42433581,2
42458267,42453327,1
42436514,596775985,1
42506832,42520740,1
371034162,589298803,2
1258875449,588718770,6
42788904,106127689,4
42428746,1061531575,1
1919595923,42432078,2
1919595916,42433581,2
42458034,42457940,2
1773082410,42443127,2
42753392,42737723,1
1919595913,42431515,2
42825313,597294483,3
42428682,1061531637,2
42428720,1061531504,1
42428725,1061531631,1
1919595913,42430187,2
42428725,1061531730,1
42428711,1061531807,2
42428720,1061531730,1
103864941,103872293,2
42428682,1061531768,2
42428701,1061531790,2
42428709,1061531790,2
42457925,42457940,4
42428689,1061531731,2
42428701,1061531731,2
42428689,1061531768,2
103864413,103884180,2
103885389,103235642,1
42428645,1061531634,2
42428661,1061531645,2
42429773,486876059,1
1398594288,1398594293,2
42428640,1061531757,2
42428640,1061531634,2
42428583,1061531447,2
42428601,1061531608,2
42458766,42429330,1
42458728,42429946,1
103175945,103207079,3
42428601,1061531527,2
42428590,1061531707,1
42456986,42440527,1
2548015256,42896944,1
440244526,440244529,3
205021629,246900041,2
1773082410,42432082,2
752196194,752196193,1
42752593,42752596,1
42752592,42752593,1
42850855,42850860,1
248709714,1170604778,2
42901546,42852816,2
103864385,103876893,2
42429754,486867432,3
103864489,103875777,3
42429769,486867490,1
42457940,42445392,4
42849730,42882974,1
2061592973,42430749,1
440244529,440244525,3
597294483,42825308,3
597443934,42912774,1
42852816,42786626,2
42458313,42432305,1
597443960,42910603,1
597443932,42912767,1
588175753,588175755,1
440244536,440244539,3
596799891,42428010,2
597443933,42910579,1
42800613,42828367,1
440244537,440244536,3
440244541,440244537,3
440244539,440244527,3
1413215973,42474971,1
2061592973,42421985,1
103864594,103864595,3
596799866,42428007,2
440244525,440244541,3
440244523,440244526,3
596799891,42427036,1
42849745,42876782,1
42849745,42876779,1
42851917,42806584,1
106074504,106135362,6
42458267,42428444,1
42900239,42883028,1
42836389,2799469682,2
42428065,1061531695,2
42428065,1061531454,2
42506181,42509247,1
42506511,42501782,1
42849722,42874050,1
103864595,103861932,3
42457426,42452610,1
42506525,42501792,2
42505929,42520607,1
1919595914,805771586,2
277482105,2054405684,1
370923579,370924957,6
2689614147,277030060,2
42752596,42736713,1
42457821,42435922,1
42850860,42835637,1
42435499,596776120,1
440243635,440243634,3
42849727,42856521,1
103864115,103864385,2
597443931,42897727,1
42457735,42436894,2
103864298,103865127,3
276207728,42896840,1
2408421319,2408421467,1
42457821,42433547,1
42435392,596776497,1
42435222,596776442,1
2295039214,42849809,1
42878997,276314230,2
42450645,405984035,6
42435222,596776594,1
42456961,42455897,2
42457282,42445640,1
42428480,595407648,1
42737555,2329087596,1
595105581,595105496,2
42457728,42430811,1
42457292,42444271,2
42474795,1259822820,1
42456986,42453442,2
595105571,595105496,2
587934268,561035372,2
42800084,42825558,3
103864243,103858840,4
2329087596,42737549,1
42457426,42436139,1
103863438,103882693,3
449658617,598227836,3
440243634,440243672,3
440243679,440243697,3
595682316,42444897,1
597443960,42885742,4
42456961,42448711,1
42799951,42825307,1
42827860,276315035,1
100521544,100522479,1
597294547,593300772,3
440243694,440243609,3
42752032,42734868,1
246866798,588593611,3
42849809,42849806,1
1259822820,541999541,2
42434894,596776413,1
103125418,103160730,1
42849722,42849719,1
42505383,42514918,2
42849749,42849745,1
42849753,42849749,1
440243676,440243646,3
440243669,440243666,3
440243672,440243670,3
440243670,440243668,3
440243645,440243663,3
2447553691,588175753,1
440243668,440243669,3
440243663,440243694,3
440243646,440243645,3
440243651,440243649,3
440243649,440243676,3
42846181,42897095,1
42456060,42438509,1
42456211,42449589,1
596776083,596776089,1
42825525,597241903,1
42457209,42430983,1
1934649966,42846784,3
103863417,103872499,4
42849658,42849663,1
451028274,588785542,4
103863387,103872510,4
42505456,42509015,1
308679526,308693080,2
42431102,595314120,1
42456708,42446132,1
42506427,42477573,1
42456335,42456336,1
42456683,42445961,1
42456568,42449308,2
596776089,596776078,1
42849719,42842303,1
598043896,2148166693,1
373867810,451068154,1
2349997561,103873764,2
2698702581,42445037,2
42456303,42456211,1
42505442,42505456,1
596776089,596776083,1
42849240,42856521,1
42478001,2307230978,1
2548015256,42870291,1
42456568,42445896,1
42456578,42446066,1
42456335,42453575,1
42456206,42449817,1
42456711,42436637,1
597500970,277032734,1
596776078,596776089,1
42456555,42445879,1
42456568,42445409,1
42456205,42456206,1
42506177,42480066,1
42456575,42444809,1
596775946,596775941,1
694854466,103859804,4
596776032,596775963,1
42505492,42499470,1
103863115,103869921,2
42505389,42501316,1
596775963,596776032,1
65614878,103098504,2
42506366,42469437,1
42456708,42436604,1
42799103,42832512,2
596775941,596775946,1
42434377,596776325,1
42456303,42449045,1
598433545,597294490,2
296933818,2349997561,2
42455934,42459579,2
278634793,1258945357,2
42456683,42436510,1
483609415,276062171,1
42751170,42743833,1
42506329,42469472,1
42455929,42442937,2
42456041,42448326,2
42434168,596776260,1
42849658,42833257,1
2698702581,42435714,2
42456543,42439203,1
42456297,42446622,1
42456555,42436578,1
42456543,42437280,1
42849663,42833259,1
42456115,42448278,2
42456115,42449843,2
42479289,1865205550,1
42456101,42450468,1
42900657,42824172,1
42456110,42449427,2
42852816,2297172752,2
2297172745,2297172752,2
561042204,561042200,1
597443954,42860019,4
42456084,42449010,2
42434168,596776173,1
42455867,42455051,2
2698702583,42431556,1
42456076,42448745,2
2297172752,2297172745,2
561042197,561042202,1
561042200,561042204,1
561042200,561042197,1
2297172752,2297172754,2
561042197,561042200,1
561042196,561042197,1
42456091,42438973,2
42456543,42428179,2
42456555,42429888,1
42455929,42450809,2
42455867,42453166,1
451052015,449618006,6
42455963,42448390,1
42434077,596775840,1
42448483,278609934,1
42456066,42443037,1
61273001,247123611,5
593973910,593973909,2
42456115,42443085,2
42456076,42443046,2
42456084,42443054,2
42453442,591454081,3
42504442,42513012,1
272195276,42453952,1
42456060,42443027,1
597241903,42825525,1
42455761,42452365,1
2087152354,276060683,2
42504290,42520724,1
42455735,42452975,1
42728721,471243875,1
42897727,42905218,4
42504232,42521410,1
61272887,247124101,2
2089937906,277787304,2
272196096,42427412,2
42917872,597500970,2
479715801,598043810,3
60007644,103877791,3
42505433,42475336,1
103861996,103884678,3
42455887,42442881,2
103174599,103174601,3
405989914,371188750,6
2089938144,276204425,2
42455963,42440565,2
42456206,42433295,1
42428956,595352904,1
103174578,103174579,3
103174585,103174587,3
103174587,103174591,3
42455643,42450341,2
103174579,103174581,3
103174583,103174585,3
103174581,103174583,3
42455662,42445972,1
42455675,42447237,2
42455509,42453669,1
103174576,103174578,3
481250022,599270645,2
42455761,42445018,2
42455934,42440469,1
42456107,42434389,2
42455887,42439181,2
42455694,42445994,1
42505415,42477588,1
42437135,205026279,1
308678969,308679541,2
103174591,103171558,3
42456084,42433404,2
42431560,2698702583,2
42456066,42429342,1
597443952,42841803,1
42455643,42445037,2
42750205,42751170,1
597443960,42842492,2
597443934,42842479,1
2708237394,2844853162,3
42455695,42443000,2
42456049,42429986,1
42504435,42504442,1
42750201,42750205,1
42504284,42509264,1
406006377,589298625,6
42504433,42504435,1
103856544,60007415,6
42504234,42504232,1
42455751,42437371,1
42455465,42446879,1
42440326,390519635,2
42455412,42449038,1
592484776,42432127,2
42456060,42428020,2
42455175,42455396,1
42455897,42429918,1
42455175,42453158,1
42456049,42427968,2
247124101,247123611,2
42846784,42895492,1
42456132,42423189,2
42505389,42468747,1
479715801,598043899,3
272195272,42427278,1
42455662,42431649,1
42454997,42454994,2
2024846056,42752592,1
42504219,42504234,1
103861936,103873489,3
42455083,42453177,1
598227980,451066683,3
42455051,42455083,2
272195272,42431602,2
1692433928,1919595916,1
42455238,42447418,1
42455051,42453175,1
1775260897,42445603,1
402480678,246648219,3
42455693,42431671,1
103861407,103881056,2
103174595,103154240,3
42798095,42825304,3
42455915,42422899,2
42455695,42429694,2
103861394,103883950,4
42825887,276320152,6
42455643,42430745,2
1775260905,42440798,2
42455113,42445953,1
42455026,42449067,1
103861932,103866265,3
60007644,103868835,3
272195276,42428391,1
61272284,595245843,1
42432834,596775941,2
42426875,589100267,4
42897099,42897095,1
42455007,42446562,1
42455026,42446521,1
42504046,42499351,1
370913758,42422509,6
42504292,42491478,1
42454997,42446552,1
103174033,103166412,1
42845936,42910163,1
42454994,42446547,1
42897095,42897099,1
42455200,42439345,1
42454642,42456986,1
42455465,42431461,1
42432834,596775951,2
42428570,1825841754,1
42448549,1919595913,2
42448552,1919595917,2
42448549,1919595927,2
42504209,42490467,1
42503829,42503833,1
595800962,471241911,2
42847895,42844397,2
42455357,42431508,1
42455175,42437349,1
42454994,42442862,2
1258875424,598043789,2
42797788,42825321,1
42847428,42858972,1
42499996,42499999,1
42748183,42732960,1
42846791,42846795,1
106706938,588166450,2
42452330,2831728346,1
42454701,42446478,2
42455181,42434233,1
42899921,42803578,2
1793478690,308678969,2
1793478670,308679526,2
42455113,42436514,1
42454600,42452630,1
42455119,42436531,1
42896831,42896827,1
42455051,42437343,1
276204325,42920217,2
42455234,42432226,1
42454660,42448423,1
276207582,42817805,1
278630368,2494254854,1
42454795,42440335,1
42504249,42482034,1
42455200,42430167,2
42795952,42877708,2
42503833,42495871,1
42846757,42874661,1
42455238,42428978,1
42504256,42482165,1
42454798,42440350,1
42737549,2327435589,1
598248807,598248769,6
42504285,42480099,1
373864855,370880731,2
42750216,42720086,1
595250374,595254573,2
42454006,42454010,2
42455119,42424672,2
103861215,103869228,3
42454522,42446266,1
482640607,42846314,1
42454758,42439096,1
42454522,42445885,1
42455013,42430938,1
42455007,42430924,1
42454742,42436427,1
42502879,42518700,1
597443954,42807755,3
42502883,42518710,1
42897086,42879568,1
247221417,247221628,1
597444019,42803880,2
42454622,42435198,1
42454433,42443563,2
1792535231,1825841700,2
42452975,427842140,1
42502968,42513634,1
42439170,390519635,1
42430984,595245918,1
42430983,595245920,1
42453555,62915531,5
42454642,42436122,1
1996323622,42442422,2
42502701,42519271,1
42454798,42429844,1
42454423,42442276,1
42447228,248709820,1
42454600,42421960,1
42502679,42513496,1
103861092,103863387,4
42896827,42880319,1
42453952,42454401,1
42454660,42432875,1
42454795,42428376,1
42454742,42429378,1
373850916,589928020,1
42454742,42429388,1
276203987,42911763,2
42454798,42427254,1
42453943,42453952,1
42454192,42446041,1
42454196,42445748,2
42454798,42427249,1
277046475,276317215,1
42454701,42428014,2
2408421292,482611472,6
42844397,42931844,2
42502693,42514974,1
42502404,42523684,1
42454428,42437358,1
42454679,42430050,1
42504024,42472987,1
2629162213,607954922,1
42846206,42874679,1
279603573,42905218,1
42445392,406048768,4
103861105,103861092,4
42896867,42876809,1
42454423,42436784,1
42453457,42457735,2
42896911,42870253,1
42502927,42502926,1
2408421303,482608660,6
42454196,42443040,2
42453700,42457821,1
277046311,276317706,2
103861117,103858671,4
42454042,42446363,1
1996323622,42431002,2
42454522,42429888,1
42502401,42519207,1
42454538,42429708,2
42453999,42445664,1
42454010,42445667,2
42454006,42445666,1
42447435,1919595921,1
42453999,42442931,1
42496432,278631323,1
42748414,42754959,1
598248769,598228039,3
42448568,1812608108,2
42454428,42430338,1
42496432,278630368,1
42447435,1919595924,2
42453613,42453610,1
42510861,588036470,1
42454378,42430263,2
42453607,42453604,1
42453610,42453613,1
42453610,42453607,1
42500003,248607283,2
42453943,42428391,1
42453717,42442584,1
42502649,42502648,1
42454378,42427369,1
42497758,1567286094,1
42453777,42447249,1
42502712,42502709,1
42454381,42427390,1
42502705,42502701,1
42454325,42429412,1
42502651,42502649,1
42453934,42440290,1
42796436,42833397,1
42453777,42445700,1
42502653,42502651,1
541999391,1259822816,1
42502658,42502656,1
42453630,42445310,1
42453457,42452613,3
541999373,1259822816,2
42502648,42502645,1
103860806,103858361,4
42896819,42864383,1
42832462,2799469682,2
42832453,2799469684,1
42747493,42772936,1
42454189,42429314,1
42431650,596775963,1
42454192,42429330,1
1544809885,42429703,2
42502705,42497677,1
42453395,42453398,3
42748535,42733809,1
42453575,42443264,1
42453468,42449098,2
825418517,42445702,2
1773078006,42432082,2
42502656,42497777,1
42502645,42497580,1
42491642,1123921544,1
42453575,42446099,1
482675065,482671987,1
42895303,42906419,1
42454042,42430707,1
42453700,42440792,1
42453674,42440313,2
1773063789,541467364,2
42527617,1372888841,2
307870554,2404083336,4
42453226,42452564,2
42453175,42455051,1
42453555,42443570,5
106711074,106717940,4
42739739,2827501292,1
42453160,42455396,1
42453158,42455175,1
42895492,42896971,1
42453251,42451564,2
42453952,42430004,1
42453220,42452564,2
42453417,42445711,3
103222970,103174033,1
42453177,42453175,1
42502712,42478277,2
42490375,2805340010,1
42502684,42488212,1
42453613,42437354,1
42846339,42846343,1
42897095,42846181,1
42453934,42428379,1
42846322,42846325,1
42845810,42862706,1
42846335,42846339,1
42453327,42445505,2
42846314,42846322,1
42453610,42437349,1
42453607,42437346,1
42453601,42437339,1
42453613,42437118,2
42453604,42437343,1
42453008,42453011,2
42453777,42430122,1
42453674,42433870,1
42864879,2447703173,1
42436475,373268484,1
42453038,42453036,2
103174601,103096338,3
42453545,42437379,2
825418517,42434837,2
42453472,42439099,3
42453036,42453038,2
42502693,42486334,1
825418517,42434855,2
595729841,42429215,1
480217241,480213827,3
42452816,42452817,1
42896918,42844527,1
42453187,42445390,2
103859912,103869525,2
42453236,42445215,2
42424932,486869939,1
42453700,42429636,1
42453669,42431230,1
42844527,42896918,1
42453175,42444829,1
42502674,42484037,1
42895308,42895311,1
42453717,42428863,1
42453177,42444832,1
42453183,42445369,2
42895303,42895302,1
42453624,42428212,1
42453417,42436052,2
42453310,42440323,2
42453630,42430594,1
42453166,42444827,1
42453036,42448162,1
42453104,42446528,1
42453158,42444833,1
42453258,42439887,2
42453187,42442913,2
42453310,42439203,1
588455736,588785633,3
42453555,42430688,3
42453166,42442850,2
276204325,42866451,2
42499999,42500003,1
276203987,42844301,1
42746893,42759246,1
42452812,42446072,1
42453000,42444055,1
42452620,42457292,1
42453253,42438236,2
42846343,42835666,1
42453241,42438908,2
42452610,42457735,1
42453008,42445666,1
42453258,42437801,1
42453251,42436726,2
42452973,42445908,1
1970262955,541999391,2
588718770,278638234,1
42434092,595105581,2
42846795,42820046,1
42502709,42476472,1
42452610,42452613,2
42452817,42448171,1
42747188,42761006,2
42896805,42841853,1
42453220,42437177,2
42452809,42448726,1
42452975,42443975,1
103876732,295228009,4
42896944,42834180,1
42453398,42429570,3
42453258,42434361,1
588166450,1930487416,2
103859804,103861394,4
42452613,42453468,3
42502926,42466389,1
42452630,42444223,1
42452951,42438485,1
42452814,42444506,2
42747489,42747493,1
42845815,42845810,1
42452564,42453220,2
42451744,371206271,1
42451754,371206271,1
42453379,42427393,4
246580758,246580736,3
42452956,42439409,2
103171558,103174595,3
42865831,597443960,1
427804196,427804166,1
42453216,42431200,2
42486239,1970262955,1
42896911,42827392,1
42846208,42827962,2
278609934,587988061,4
42896840,42833574,1
246580736,246580301,4
1773078006,1773076778,2
42445598,248709626,1
42895450,42874655,1
42501792,42493358,2
42846181,42827849,1
42501776,42494930,1
42452973,42434946,1
42452882,42436714,2
295452099,295516882,5
42896918,42827392,1
482623880,482640607,1
42452365,42443534,1
246580466,246580758,1
42895228,42878189,1
42453007,42432458,2
42440408,2854054927,1
42501782,42493348,1
106710490,106706938,6
42846151,42827817,2
1773076778,42437605,1
42846325,42818418,1
42452310,42452314,2
373903786,42453379,4
42842366,1064257394,1
42430056,596788016,1
278609760,587988061,1
42445505,1918039869,2
1420632001,595703386,1
42501208,42504219,1
42501316,42501314,1
42843048,42919255,1
248708583,370924945,1
42452564,42439485,1
42501314,42501312,1
279603573,42849685,1
1773076513,42437605,3
42452290,42447308,1
427804029,42446504,1
42452330,42446171,1
42452816,42429832,2
42452310,42446632,2
2059304029,42435310,2
42452048,42445489,1
42870348,2570180837,1
42452817,42428411,1
42452556,42437465,1
42452006,42454642,1
2799469682,2799469684,1
42452084,42451593,1
42885742,106078799,2
2059304029,42433927,1
42452598,42431805,1
42452396,42440553,1
42452067,42451660,1
1369956654,486819531,6
42422026,2569923492,2
42452006,42452008,2
42452040,42449570,1
1272562732,2821304146,1
2844853160,2844853158,2
373903786,42439295,4
103858840,103869216,4
1773076513,42432184,1
2844853162,2844853157,3
42895311,42861200,1
42430056,596776041,1
1773076513,42429754,1
2844853157,2844853162,3
2844853160,2844853157,3
2844853158,2844853160,2
42452067,42445603,1
2844853157,2844853160,3
2844853156,2844853158,2
476241555,1698103521,1
42452026,42432142,1
42501891,42464955,1
42500039,42525919,1
42452353,42434072,1
42452396,42433587,1
42846846,42788904,2
597237337,42844233,1
42429974,596775963,1
61275601,42446386,5
42429974,596775985,1
42452290,42433756,1
42453691,1773066054,1
42452290,42435343,1
42446678,247081122,4
42500683,42506511,1
42500696,42506525,2
42452076,42440686,1
42746508,42746505,1
42452015,42439551,2
42452015,42440838,2
42451660,42452067,1
42452630,42421946,1
42452076,42437996,2
42452353,42430350,2
279603573,42833276,1
42452056,42437589,1
42451564,42453253,2
42895509,42846846,2
1544809891,481201672,2
42451593,42452084,1
61275601,42440253,5
42451332,371188756,6
2408421259,476241567,2
103858718,103858697,4
103858697,103861117,4
103858361,103872547,4
427804166,42423832,2
42453406,246866830,3
42451695,42446668,2
42843183,42894248,1
42451712,42446398,2
103858671,103861105,4
42452107,42433554,1
42452008,42436903,3
42500683,42500680,1
103858748,103858718,4
42895302,2629162214,1
42429682,596776009,1
486819535,278637105,6
276204425,42818588,2
106717940,276317470,1
2408421325,476241567,1
103858517,103864594,3
42452026,42433574,1
42451593,42447428,1
42452084,42432099,1
42452040,42432152,1
451052015,451051793,6
42452067,42432085,1
427804029,42423832,1
42451370,42452994,2
103857853,103883766,2
42452048,42432161,1
42931320,276069438,1
42844297,42844301,1
42451674,42437686,1
42452107,42427335,1
530475880,65614878,2
42445033,2348991701,2
42421972,1061531509,2
276204366,42817428,2
42451540,42446221,2
42451754,42439416,1
42432548,595105531,2
480213827,42482429,1
42501316,42474668,1
276385544,2548015256,1
42421809,1061531550,2
1773076778,1773078006,2
42451766,42435522,1
598228127,373864855,3
42421749,1061531654,1
42421775,1061531454,2
42451231,42451280,6
42844433,42844527,1
42846269,42786670,1
42451564,42439873,2
246923513,42451370,2
42499830,42513726,1
277482762,371231340,5
42421741,1061531654,1
42423206,1044184577,5
103858344,103858748,4
42430749,2061592973,1
1698103521,1698103483,1
2821304146,278641497,1
42745934,42744747,1
42844256,42844259,1
42842354,42903808,1
42451773,42429348,1
42842754,42891833,1
42844259,42844264,1
42844274,42844279,1
1698103410,1698103508,1
42892933,42906439,1
42746255,42735812,1
1825841700,1792535231,2
42430004,2821304138,1
2757492815,2757492822,2
42745925,42745934,1
2757492822,2757492824,2
42451744,42424142,1
42841778,42917872,1
42451660,42429643,1
42451593,42432097,1
42892924,42906425,1
42451674,42428232,1
42443832,588455744,1
42451126,42445420,2
42500051,42500050,1
42438485,1834852948,1
587812578,42431099,1
42451370,246909451,3
42844394,42835549,1
2821304146,278642768,1
42450814,42454010,2
42440134,42438923,1
308679541,103859912,2
42447273,42447275,2
561035351,561035354,2
42450015,42443027,2
42499172,42499167,1
42766929,1931610637,1
42428010,596799891,2
42844233,42836093,1
42425348,595314119,1
483584559,2408421138,2
1895628122,598031871,1
42894248,42858943,1
42450814,42449691,4
2757492824,2757485441,2
42451018,42439191,1
42821328,1934649966,1
278642478,278642480,1
278642480,278642254,1
42450456,42456708,1
597311189,597311193,6
42500046,42492303,1
42843178,42858939,1
42452314,246866798,3
2831728346,2831728347,1
42428007,596799866,2
2831728349,2831728347,1
42793624,42825887,4
277032734,597500970,1
42500003,42492401,1
42844264,42825343,1
42500041,42487054,1
42451409,42422270,3
597261864,597261861,2
42844251,42825925,1
597261861,597261862,2
42844279,42825556,1
42841778,42888672,2
471244587,596271084,6
42450434,42445033,2
42919829,1904847201,2
42451280,42424145,6
471244797,596271288,1
277482066,1934650109,4
42831190,279155134,1
42450426,42445936,1
42498314,42531627,1
42844301,42817470,1
2854054927,42440408,1
42443336,248709587,2
42842881,42860217,3
42450809,42432548,4
42450468,42443068,2
42841786,42888633,1
42449938,42453999,2
42450434,42440966,1
42450341,42445039,2
597311193,597294550,2
42841853,42888709,1
42450688,42432548,6
42446182,589928040,1
42450468,42436653,2
42450071,42449840,1
42449890,42455465,2
42841815,42888688,1
42450066,42449422,2
42450055,42450057,1
42450341,42440935,1
42449918,42446275,1
42450057,42445827,1
42450820,42423296,5
42449886,42453104,1
42450044,42449007,1
42841770,42888664,1
246580736,373903786,4
42450035,42448735,1
42450089,42447208,1
42450426,42436700,1
42499982,42472268,1
427850819,427850840,6
42450325,42439335,1
42499996,42472268,3
42450057,42447182,1
42450066,42447192,1
42450061,42447187,1
42450080,42445196,1
42500050,42469624,1
42443127,1918039896,2
42450820,42423295,5
42450044,42447166,2
42450489,42433281,1
482671987,482661734,1
42450489,42433298,1
42449828,42453220,1
42449945,42449947,2
42449947,42449948,2
42450037,42447154,2
42450025,42447115,2
42450035,42447144,2
42450030,42447136,2
42449938,42445661,1
247227450,42424427,1
42449963,42448379,1
42449954,42448813,2
42449932,42449685,1
42449971,42448321,1
486849241,486859051,2
42492415,278634793,2
42793624,42804992,1
42449979,42447020,2
42449985,42447235,1
42449926,42449314,1
42449991,42447076,2
42450030,42445740,1
42450009,42446472,2
42450048,42445261,1
106127689,42904206,4
42892917,42870429,1
42449954,42446986,2
42492415,278633201,2
42450037,42444500,1
2854054927,42427335,1
42449947,42446971,2
42449945,42446959,2
588166450,42434962,4
42449926,42446933,2
42450057,42443068,2
42449928,42446935,2
42449918,42446932,2
371034137,276036211,2
2472695924,42909227,3
42449600,42429563,1
42449308,42453183,2
42427915,1946814074,2
42450352,42430747,2
595245925,595245918,2
42449928,42445378,2
42449890,42446875,1
42449582,42456206,1
42500041,42464538,1
42449576,42456197,1
42449886,42446533,1
42449961,42442955,2
