begin_node_id,end_node_id,lanes
42427242,1584024995,1
42464934,42500051,1
103873490,103866947,3
598227835,42478164,1
42760885,42760889,1
598227849,42476753,1
295516882,295517111,6
449616592,598248807,3
2569923500,42453398,2
42514918,42520415,1
405984035,42450656,6
42465899,42465906,3
42465926,42465770,1
42465906,42465738,3
42428922,561035357,2
42465265,42465263,1
42809589,42809585,1
42858918,42858920,1
276032821,371034162,2
42480088,1692483438,1
42444487,596776173,1
42515023,42515022,1
42505420,598033003,1
42465852,42465857,1
42909624,42864880,1
42761249,42745890,1
42808195,42861204,2
449618008,598202939,6
42514454,42531627,1
276065579,42864879,1
42761340,42741118,1
276318043,42901546,2
42909564,42864781,2
42858920,42858924,1
589298625,42450645,6
42761092,42748183,1
42807755,42874655,1
42465857,42463398,3
42858980,42858987,3
42858987,42858990,1
42761237,42743425,1
42858924,42858925,1
42858939,42858943,1
42465728,42465893,3
42858943,42858947,1
42809781,42809784,1
42809787,42809790,1
42809784,42809787,2
42809593,42809589,1
42809642,42809639,1
42859976,42825307,2
42858907,42858910,1
42858913,42858918,1
42858910,42858913,1
42860167,42819392,3
42464827,42492210,1
42858898,42858903,1
42809645,42809642,1
277386523,42802987,2
42464538,42500039,1
42465257,42477241,1
42809649,42809645,1
42465279,42475977,1
42809660,42809649,1
42809596,42809593,1
42809627,42809624,1
42809639,42809637,1
2757013712,42842881,3
276067533,42795952,2
42809630,42809627,1
42809637,42809632,1
42809632,42809630,1
42809599,42809596,1
42809618,42809615,1
42809624,42809622,1
42809622,42809618,1
42909227,42866903,1
42809615,42809611,1
42809602,42809599,1
42465267,42465265,1
103879734,440243679,3
2141026493,2141026501,2
42809560,42809554,1
42809579,42809568,2
42809585,42809582,1
42809582,42809579,1
103872293,103886410,2
42516187,42467396,1
42809568,42809560,2
2408421436,481404934,6
2141026501,2141026493,2
405984035,42436716,2
42809554,42809551,2
42910163,42836198,1
42809551,42809549,2
42761265,42733534,1
370924677,42424183,2
339044224,42436393,1
42809539,42809536,2
42809543,42809539,2
42761241,42733958,1
42428374,1506902240,1
42856569,42923767,1
42760889,42744118,1
593915267,42452975,1
42514554,42514549,1
42809549,42807081,2
42463398,42527617,3
42908962,42869967,1
42807836,42859957,1
42807818,42859920,1
42465270,42465267,1
42514454,42514451,1
42807752,42860012,1
42465343,42465340,1
42465349,42465343,1
42807554,42867023,1
42859942,42815107,1
42465340,42465336,1
42465336,42465332,1
42465305,42465301,1
42465312,42465309,1
42465318,42465315,1
42465315,42465312,1
42437826,589100711,2
103872547,103872546,4
42465309,42465305,1
42465273,42465270,1
595245925,1672106382,2
42465298,42465296,1
42465301,42465298,1
42514451,42514448,1
42465292,42465288,1
42465296,42465294,1
42465294,42465292,1
589298803,42429981,2
42465284,42465281,1
42465288,42465284,1
595245920,1672106382,2
42465276,42465273,1
42465281,42465279,1
42465279,42465276,1
42428922,561035359,2
1773082410,1918039898,1
42858947,42836292,1
593915295,42446678,2
42465250,42465246,1
42465260,42465257,1
42465263,42465262,1
42465262,42465260,1
42465253,42465250,1
42465257,42465253,1
42514447,42513157,2
42908901,42866622,1
42465238,42465236,1
42465246,42465238,1
42514559,42509228,1
42858934,42843178,1
42428080,60918583,2
597261862,42513166,2
106074992,276235958,2
486864458,486873300,1
42430233,1692433942,2
42514188,42519258,1
247085079,247081122,5
42430187,1692433938,2
42908517,42876795,1
42858334,42858980,1
42464419,42484216,1
42910092,42825302,2
42797312,106090514,6
42859920,42807818,1
106717940,588178801,1
1064257426,42809781,2
486864458,486871373,5
103879149,440244523,3
2569923492,42422026,2
103872510,103863417,4
589298584,42427965,2
593915202,42443977,1
42443612,596775951,1
42877708,482655346,2
42897099,279155134,1
422438821,42455662,1
42464938,42464936,1
42515018,42486265,1
246887345,42440850,2
246887345,42440847,1
42793624,276069438,2
42515011,42486239,1
42464955,42464953,1
277385119,42820847,1
371247627,593909400,1
597325450,597325461,1
42464936,42464934,1
593915305,42437670,1
42844233,2799469682,2
247227450,561950065,1
42844233,2799469684,1
246887345,42436088,2
42908540,42866384,1
42808177,42832467,1
103872546,103858344,4
42464273,42482403,1
42464852,42464848,3
42514974,42483561,1
42428928,561035359,2
42464580,42464586,1
42464292,42476636,1
42514274,42502705,1
42504249,598035431,1
2831728347,42444453,1
42464621,42470434,1
42910339,42808179,1
595703304,595703303,1
595703303,595703309,1
593915293,42430629,1
595703269,595703283,1
42464589,42469879,1
589298326,42428013,2
593915305,42430629,1
593915211,42433644,1
593915305,42430639,1
42858888,42823995,2
42424610,825418517,1
593915255,42430651,2
593915274,42430639,1
1919595921,1919595912,2
42846208,106133540,2
593915255,42430643,1
1919595912,1919595923,2
370922849,42455929,2
589298178,42428014,2
2831728346,42438772,1
2757013720,42812173,3
42759497,42759500,1
42464542,42466412,1
42464586,42464589,1
42428934,561035363,2
42428970,561035378,2
42515022,42471130,1
42464570,42464576,2
42464576,42464580,1
42514448,42491236,1
42434427,2779131560,1
440244527,103880198,3
42461379,248606828,3
42858925,42817940,1
587988392,825418517,1
752196193,103868781,1
42514854,42475764,1
42808170,42818487,1
42514974,42471048,1
42908911,42841786,1
42428939,561035363,2
42428951,561035367,2
42428964,561035376,2
42428966,561035378,2
42428966,561035376,2
42428951,561035369,2
42428962,561035372,2
42428956,561035369,1
42428939,561035365,2
42428944,561035365,2
597261862,42486600,1
42428944,561035367,2
42858972,42815354,1
42908947,42839112,1
276317706,42867013,4
42900660,42923772,2
1782672705,1782672710,1
246580982,42445769,4
42806613,42846269,1
1692450029,42439178,1
731930674,1396367334,6
42428892,561035351,2
42428917,561035355,2
42423307,370892861,2
42428917,561035357,2
42858903,42816102,1
42513496,42514188,1
42428912,561035351,2
42428840,561035338,1
42513150,42523216,2
42428880,561035348,2
42513726,42505492,1
42464297,42464292,2
42514188,42490577,1
42759500,42750201,1
597324677,597324662,6
597324663,597328332,6
42463651,42483401,1
276318048,42852827,1
42428814,561035334,1
42428799,561035332,1
42435250,1061531509,2
42428799,561035334,1
42856563,42883002,1
277029719,42809660,2
42428782,561035332,1
42428782,561035330,1
1934649966,2807666064,3
42759246,42756052,1
42423296,370888100,2
597294550,277385120,1
42759735,42734886,2
42858955,42806613,1
42856521,42882973,1
561950065,42431280,1
2348688907,42456084,2
597324661,597324663,6
597324662,597324661,6
42808193,42808195,1
42908954,42827952,1
2569923500,246866798,2
42808162,42808170,2
42807841,42817812,1
42906428,42906425,1
2569923492,246866798,3
277385050,42799103,4
42513634,42494193,1
106133540,106090514,6
42807554,42824080,1
42758642,42768534,1
42807567,42824096,2
1775270664,42432068,2
42513154,42513150,2
42513157,42512085,2
42463657,42471046,1
483598102,2408421138,2
42513012,42516187,1
559862621,763020156,2
42429986,589298803,1
42426374,595703226,1
42908871,42825957,1
2757013562,2757013588,3
370880739,370880749,3
42432706,593921856,1
370870741,42469214,1
370870741,42471291,1
440243697,103882084,3
597500970,42917872,2
1692483438,480217241,1
42908881,42818468,1
440243666,103879734,3
103865598,2404083356,3
42513166,42500696,1
42514274,42467417,2
402480678,42454325,4
42512070,42532947,1
1834852948,42436911,1
1946814074,42427915,2
1733614298,42442422,1
1506902240,42436192,1
42906419,42889760,1
42855364,42900239,1
42906413,42890454,1
2439667846,276067533,2
42855339,42900269,1
42461448,42527665,1
42825919,2034007426,1
42513157,42496867,2
103235642,103111330,1
1927807845,42841770,1
42825925,2034007426,1
42512479,42517465,1
370880749,370880759,3
2757013588,2757013603,3
42856566,42856563,1
42856620,42856632,1
2799547042,42826070,1
42908847,42812008,1
370880734,370880761,3
42856632,42856636,1
42428454,1692433919,1
42433886,422438905,1
42856566,42856569,1
402480678,42445769,4
1061531807,1061531504,1
276235958,597443960,1
42856569,42856566,1
440243782,103866330,3
42856610,42855355,1
2757013603,2757013616,2
42856551,42856546,1
2757013638,2757013657,1
42856563,42856560,1
42856560,42856556,1
42445603,1775260897,1
42908548,42817753,1
42455519,60007350,6
2757013616,2757013627,2
42856544,42856541,1
2757013627,2757013638,3
42856546,42856544,1
42856537,42856527,1
42512479,42512477,1
42856541,42856537,1
1782672710,1782672705,1
42906255,42876570,1
42807128,42807132,1
103870384,103870392,3
1775270664,805771586,1
42461394,42519809,1
1061531654,1061531717,1
1061531637,1061531603,1
42885400,276314522,2
42434160,1061531637,1
1061531603,1061531839,1
42461394,42517603,1
42804745,42884844,1
1061531603,1061531637,1
42807132,42810972,1
42425570,595703303,1
42831212,2570180837,1
1061531575,1061531654,1
103870309,103870311,3
2025209370,42757938,2
103230928,103245965,3
103870382,103870384,3
103870379,103870382,3
42906419,42876752,1
440243599,103864298,3
1061531527,1061531707,1
276317345,42836389,1
1061531509,1061531447,1
2757168852,277029610,2
1061531504,1061531807,1
561035367,42441774,2
42856527,42849727,1
42807081,42809543,2
42511953,42517097,1
42807105,42807106,1
42807116,42807117,1
246580982,42439295,4
1506902240,42422038,1
42807124,42807128,1
42807117,42807119,1
561035330,42441913,1
42807119,42807124,1
246885877,42424258,2
42807113,42807116,1
103870325,103869105,3
103870392,103867026,3
42807106,42807108,1
42807109,42807113,1
42807108,42807109,1
42512120,42511953,1
42807086,42807093,2
42856636,42844394,1
1061531447,1061531509,1
42807102,42807105,1
42807093,42807097,2
103870467,103864243,4
42807097,42807102,1
451051793,42483504,1
42807081,42807083,2
42428840,2541754762,1
42807083,42807086,2
42512055,42514559,1
42807078,42807081,2
607955129,42824399,1
42904563,42915529,1
596747483,763020163,5
246580758,42437914,2
42856556,42841760,1
1927807845,42824162,1
103869921,103878596,3
42905218,42908487,1
561035348,42435997,1
588593353,587987721,2
42513150,42479289,1
42906413,42867040,1
276317215,42832462,1
402480678,42429431,3
607954922,42826837,1
42906419,42867040,1
42855374,42876821,1
103869921,103874255,3
42421960,370880758,1
42885400,276299282,2
1369722086,371225132,6
42758053,42745925,1
103133187,103118057,2
42425127,595703269,1
42511729,42517036,1
42855140,42881130,1
561035369,42428951,2
561035376,42428966,2
561035378,42428970,2
561035378,42428966,2
561035369,42428956,1
561035376,42428964,2
561035372,42428962,2
607955129,42810468,1
42757756,42752032,1
561035359,42428928,2
561035365,42428944,2
561035367,42428951,2
561035367,42428944,2
561035363,42428934,2
561035365,42428939,2
561035363,42428939,2
561035351,42428892,2
561035357,42428922,2
561035359,42428922,2
103869913,103869917,2
561035355,42428917,2
561035357,42428917,2
42461394,42502401,1
42874679,2447703173,1
561035330,42428782,1
561035334,42428814,1
103870325,103856530,3
561035338,42428840,1
561035332,42428782,1
561035334,42428799,1
561035332,42428799,1
42854231,42904174,1
276317215,42825929,1
561035378,42427126,2
2503677681,42856610,1
42856521,42833316,1
42806584,42809955,1
103869909,103867027,2
42437428,596776017,3
595484175,42428080,1
279155134,42897099,1
530754337,530754330,3
42906104,42860170,3
599275159,1698103410,1
42806519,42807078,2
2735660234,103869105,3
103869228,103885416,3
561035340,42421857,1
248607283,42519812,2
103869917,103863115,2
103180324,103215738,1
449581627,42427421,1
449581627,42428201,1
42512477,42483487,1
246580301,42437915,4
1414020923,42856651,2
42806459,42806519,1
42757621,42734894,2
103869667,103861996,3
103869525,103867117,2
42432540,593886253,1
42511131,42518747,1
42799103,277385050,4
42437150,595314040,1
42437150,595314036,1
1258875710,1258875635,1
42456197,1919595917,1
42855355,42856620,1
42510861,42523684,1
103868822,103883894,3
42802543,2292637623,3
371321235,371337150,5
42430680,593921869,2
248607283,42499996,3
42806613,42786672,1
42440456,596775914,1
276320152,593216431,6
42428014,589298178,2
42855098,42856797,2
1258875635,1258875665,3
42440456,596775870,1
248607283,42500003,2
277787304,42842754,2
2348991701,42435707,2
103869105,103870325,3
103869105,103869101,3
42511011,42512055,1
42511716,42490105,1
103868781,103870309,3
593909400,371247627,1
