begin_node_id,end_node_id,Length
103174583,103174585,75.292
103174581,103174583,77.422
42455662,42445972,155.335
42455675,42447237,79.428
42455509,42453669,56.116
103174576,103174578,41.982
481250022,599270645,423.869
42455761,42445018,273.813
42455934,42440469,79.715
42456107,42434389,78.658
42455887,42439181,71.454
42455694,42445994,146.539
42505415,42477588,79.692
42437135,205026279,169.277
308678969,308679541,321.467
103174591,103171558,72.722
42456084,42433404,64.523
42431560,2698702583,148.394
42456066,42429342,86.704
597443952,42841803,97.066
42455643,42445037,273.722
42750205,42751170,113.549
597443960,42842492,230.98
597443934,42842479,116.592
2708237394,2844853162,81.304
42455695,42443000,228.11
42456049,42429986,79.638
42504435,42504442,79.589
42750201,42750205,95.57
42504284,42509264,77.805
406006377,589298625,49.775
42504433,42504435,79.172
103856544,60007415,177.794
42504234,42504232,265.283
42455751,42437371,81.984
42455465,42446879,74.392
42440326,390519635,79.064
42455412,42449038,75.418
592484776,42432127,70.63
42456060,42428020,216.945
42455175,42455396,229.846
42455897,42429918,79.271
42455175,42453158,77.093
42456049,42427968,216.976
247124101,247123611,154.701
42846784,42895492,78.775
42456132,42423189,196.447
42505389,42468747,77.711
479715801,598043899,147.541
272195272,42427278,66.562
42455662,42431649,79.625
42454997,42454994,212.752
2024846056,42752592,93.762
42504219,42504234,159.358
103861936,103873489,106.753
42455083,42453177,76.758
598227980,451066683,96.873
42455051,42455083,223.91
272195272,42431602,75.484
1692433928,1919595916,140.774
42455238,42447418,76.093
42455051,42453175,75.499
1775260897,42445603,58.246
402480678,246648219,49.941
42455693,42431671,78.816
103861407,103881056,79.958
103174595,103154240,135.569
42798095,42825304,80.576
42455915,42422899,78.548
42455695,42429694,83.139
103861394,103883950,85.97
42825887,276320152,97.402
42455643,42430745,274.003
1775260905,42440798,54.768
42455113,42445953,147.5
42455026,42449067,166.696
103861932,103866265,112.091
60007644,103868835,151.658
272195276,42428391,82.136
61272284,595245843,75.976
42432834,596775941,87.018
42426875,589100267,143.495
42897099,42897095,75.782
42455007,42446562,81.29
42455026,42446521,81.954
42504046,42499351,77.276
370913758,42422509,59.357
42504292,42491478,126.549
42454997,42446552,81.239
103174033,103166412,81.325
42845936,42910163,49.822
42454994,42446547,81.741
42897095,42897099,75.782
42455200,42439345,80.896
42454642,42456986,80.93
42455465,42431461,81.4
42432834,596775951,85.74
42428570,1825841754,70.269
42448549,1919595913,63.901
42448552,1919595917,73.943
42448549,1919595927,75.092
42504209,42490467,140.014
42503829,42503833,79.082
595800962,471241911,124.106
42847895,42844397,78.272
42455357,42431508,69.235
42455175,42437349,76.767
42454994,42442862,229.56
1258875424,598043789,47.133
42797788,42825321,147.175
42847428,42858972,71.198
42499996,42499999,91.25
42748183,42732960,72.581
42846791,42846795,78.994
106706938,588166450,81.107
42452330,2831728346,79.678
42454701,42446478,80.011
42455181,42434233,77.511
42899921,42803578,41.624
1793478690,308678969,108.417
1793478670,308679526,46.43
42455113,42436514,79.616
42454600,42452630,57.644
42455119,42436531,80.27
42896831,42896827,100.976
42455051,42437343,78.642
276204325,42920217,183.2
42455234,42432226,76.351
42454660,42448423,69.65
276207582,42817805,177.094
278630368,2494254854,43.794
42454795,42440335,67.256
42504249,42482034,48.413
42455200,42430167,192.938
42795952,42877708,77.367
42503833,42495871,80.782
42846757,42874661,79.788
42455238,42428978,107.1
42504256,42482165,51.471
42454798,42440350,78.665
42737549,2327435589,60.101
598248807,598248769,87.097
42504285,42480099,143.03
373864855,370880731,2780.607
42750216,42720086,66.755
595250374,595254573,140.516
42454006,42454010,146.27
42455119,42424672,217.46
103861215,103869228,230.404
42454522,42446266,78.523
482640607,42846314,51.521
42454758,42439096,65.529
42454522,42445885,155.931
42455013,42430938,75.318
42455007,42430924,76.4
42454742,42436427,119.303
42502879,42518700,79.256
597443954,42807755,159.328
42502883,42518710,79.45
42897086,42879568,79.236
247221417,247221628,741.108
597444019,42803880,67.486
42454622,42435198,140.926
42454433,42443563,79.353
1792535231,1825841700,50.574
42452975,427842140,149.769
42502968,42513634,131.029
42439170,390519635,73.712
42430984,595245918,97.254
42430983,595245920,98.486
42453555,62915531,79.475
42454642,42436122,77.8
1996323622,42442422,74.705
42502701,42519271,166.26
42454798,42429844,85.213
42454423,42442276,161.37
42447228,248709820,84.437
42454600,42421960,75.836
42502679,42513496,84.529
103861092,103863387,44.806
42896827,42880319,100.142
42453952,42454401,130.822
42454660,42432875,85.42
42454795,42428376,126.925
42454742,42429378,88.102
373850916,589928020,103.475
42454742,42429388,47.067
276203987,42911763,77.221
42454798,42427254,57.381
42453943,42453952,84.103
42454192,42446041,144.928
42454196,42445748,79.436
42454798,42427249,91.061
277046475,276317215,101.439
42454701,42428014,217.126
2408421292,482611472,68.337
42844397,42931844,76.168
42502693,42514974,166.689
42502404,42523684,98.699
42454428,42437358,85.681
42454679,42430050,80.909
42504024,42472987,62.542
2629162213,607954922,212.711
42846206,42874679,79.257
279603573,42905218,102.391
42445392,406048768,82.344
103861105,103861092,80.106
42896867,42876809,53.31
42454423,42436784,70.355
42453457,42457735,107.247
42896911,42870253,77.624
42502927,42502926,71.722
2408421303,482608660,128.589
42454196,42443040,228.193
42453700,42457821,58.988
277046311,276317706,75.449
103861117,103858671,79.118
42454042,42446363,77.002
1996323622,42431002,269.038
42454522,42429888,78.499
42502401,42519207,77.97
42454538,42429708,162.74
42453999,42445664,78.668
42454010,42445667,79.529
42454006,42445666,78.905
42447435,1919595921,77.592
42453999,42442931,133.121
42496432,278631323,79.619
42748414,42754959,201.217
598248769,598228039,190.737
42448568,1812608108,81.117
42454428,42430338,311.251
42496432,278630368,126.88
42447435,1919595924,76.393
42453613,42453610,192.831
42510861,588036470,119.1
42454378,42430263,310.117
42453607,42453604,223.492
42453610,42453613,230.787
42453610,42453607,227.85
42500003,248607283,100.348
42453943,42428391,146.716
42453717,42442584,238.623
42502649,42502648,81.967
42454378,42427369,74.457
42497758,1567286094,62.798
42453777,42447249,79.626
42502712,42502709,76.424
42454381,42427390,74.251
42502705,42502701,96.778
42454325,42429412,87.673
42502651,42502649,73.272
42453934,42440290,64.185
42796436,42833397,95.558
42453777,42445700,94.548
42502653,42502651,75.604
541999391,1259822816,234.262
42502658,42502656,79.113
42453630,42445310,78.521
42453457,42452613,77.562
541999373,1259822816,234.122
42502648,42502645,89.66
103860806,103858361,102.146
42896819,42864383,102.354
42832462,2799469682,79.988
42832453,2799469684,60.84
42747493,42772936,143.019
42454189,42429314,86.441
42431650,596775963,146.825
42454192,42429330,86.27
1544809885,42429703,175.933
42502705,42497677,178.509
42453395,42453398,84.714
42748535,42733809,80.393
42453575,42443264,79.09
42453468,42449098,83.366
825418517,42445702,73.916
1773078006,42432082,52.391
42502656,42497777,78.124
42502645,42497580,180.597
42491642,1123921544,100.049
42453575,42446099,154.556
482675065,482671987,160.032
42895303,42906419,171.621
42454042,42430707,273.97
42453700,42440792,57.09
42453674,42440313,79.066
1773063789,541467364,69.263
42527617,1372888841,189.197
307870554,2404083336,155.159
42453226,42452564,79.448
42453175,42455051,75.499
42453555,42443570,160.293
106711074,106717940,140.354
42739739,2827501292,129.343
42453160,42455396,77.189
42453158,42455175,77.093
42895492,42896971,80.955
42453251,42451564,79.471
42453952,42430004,68.584
42453220,42452564,80.097
42453417,42445711,142.068
103222970,103174033,110.833
42453177,42453175,223.878
42502712,42478277,73.579
42490375,2805340010,77.774
42502684,42488212,89.334
42453613,42437354,81.096
42846339,42846343,158.492
42897095,42846181,76.152
42453934,42428379,130.464
42846322,42846325,43.889
42845810,42862706,74.629
42846335,42846339,95.743
42453327,42445505,45.565
42846314,42846322,191.244
42453610,42437349,83.118
42453607,42437346,83.02
42453601,42437339,81.475
42453613,42437118,277.594
42453604,42437343,81.281
42453008,42453011,149.662
42453777,42430122,92.632
42453674,42433870,57.122
42864879,2447703173,78.556
42436475,373268484,92.127
42453038,42453036,41.07
103174601,103096338,185.664
42453545,42437379,86.12
825418517,42434837,78.842
42453472,42439099,67.361
42453036,42453038,44.569
42502693,42486334,79.237
825418517,42434855,75.771
595729841,42429215,52.757
480217241,480213827,76.362
42452816,42452817,126.477
42896918,42844527,71.261
42453187,42445390,87.357
103859912,103869525,40.309
42453236,42445215,79.326
42424932,486869939,78.644
42453700,42429636,76.287
42453669,42431230,119.965
42844527,42896918,71.261
42453175,42444829,77.505
42502674,42484037,76.202
42895308,42895311,81.425
42453717,42428863,65.944
42453177,42444832,77.74
42453183,42445369,85.591
42895303,42895302,168.375
42453624,42428212,49.954
42453417,42436052,81.876
42453310,42440323,78.92
42453630,42430594,273.749
42453166,42444827,77.878
42453036,42448162,76.448
42453104,42446528,85.934
42453158,42444833,77.992
42453258,42439887,268.2
42453187,42442913,228.142
42453310,42439203,74.092
588455736,588785633,169.371
42453555,42430688,196.492
42453166,42442850,227.703
276204325,42866451,57.036
42499999,42500003,95.653
276203987,42844301,94.275
42746893,42759246,108.942
42452812,42446072,143.979
42453000,42444055,82.08
42452620,42457292,59.17
42453253,42438236,79.284
42846343,42835666,45.551
42453241,42438908,79.942
42452610,42457735,77.241
42453008,42445666,77.786
42453258,42437801,147.549
42453251,42436726,79.057
42452973,42445908,153.996
1970262955,541999391,234.476
588718770,278638234,206.635
42434092,595105581,55.491
42846795,42820046,80.103
42502709,42476472,86.476
42452610,42452613,138.474
42452817,42448171,76.996
42747188,42761006,80.95
42896805,42841853,49.371
42453220,42437177,85.861
42452809,42448726,81.246
42452975,42443975,79.355
103876732,295228009,252.75
42896944,42834180,86.07
42453398,42429570,87.268
42453258,42434361,86.081
588166450,1930487416,223.434
103859804,103861394,180.674
42452613,42453468,78.293
42502926,42466389,76.463
42452630,42444223,79.409
42452951,42438485,80.713
42452814,42444506,81.269
42747489,42747493,81.842
42845815,42845810,82.588
42452564,42453220,80.097
42451744,371206271,85.055
42451754,371206271,79.555
42453379,42427393,102.545
246580758,246580736,97.165
42452956,42439409,82.25
103171558,103174595,142.597
42865831,597443960,77.928
427804196,427804166,48.556
42453216,42431200,79.863
42486239,1970262955,76.186
42896911,42827392,89.13
42846208,42827962,77.681
278609934,587988061,63.023
42896840,42833574,93.567
246580736,246580301,55.502
1773078006,1773076778,84.619
42445598,248709626,50.124
42895450,42874655,161.233
42501792,42493358,79.541
42846181,42827849,76.294
42501776,42494930,41.163
42452973,42434946,79.073
42452882,42436714,79.421
295452099,295516882,131.439
42896918,42827392,94.804
482623880,482640607,55.401
42452365,42443534,79.492
246580466,246580758,80.178
42895228,42878189,50.147
42453007,42432458,78.737
42440408,2854054927,154.883
42501782,42493348,79.373
106710490,106706938,1943.083
42846151,42827817,79.491
1773076778,42437605,78.659
42846325,42818418,184.196
42452310,42452314,78.928
373903786,42453379,56.675
42842366,1064257394,127.491
42430056,596788016,81.613
278609760,587988061,194.057
42445505,1918039869,81.711
1420632001,595703386,151.474
42501208,42504219,67.575
42501316,42501314,137.456
42843048,42919255,54.843
248708583,370924945,41.08
42452564,42439485,310.364
42501314,42501312,137.555
279603573,42849685,56.573
1773076513,42437605,69.122
42452290,42447308,110.259
427804029,42446504,82.721
42452330,42446171,145.616
42452816,42429832,70.426
42452310,42446632,96.798
2059304029,42435310,49.652
42452048,42445489,80.552
42870348,2570180837,42.348
42452817,42428411,169.559
42452556,42437465,52.345
42452006,42454642,80.885
2799469682,2799469684,40.737
42452084,42451593,70.704
42885742,106078799,119.297
2059304029,42433927,683.519
42452598,42431805,136.887
42452396,42440553,82.991
42452067,42451660,66.567
1369956654,486819531,213.805
42422026,2569923492,104.383
42452006,42452008,126.231
42452040,42449570,76.135
1272562732,2821304146,135.66
2844853160,2844853158,79.302
373903786,42439295,76.765
103858840,103869216,356.857
1773076513,42432184,74.22
2844853162,2844853157,78.51
42895311,42861200,76.726
42430056,596776041,80.745
1773076513,42429754,101.283
2844853157,2844853162,78.55
2844853160,2844853157,79.026
2844853158,2844853160,79.281
42452067,42445603,139.964
2844853157,2844853160,79.055
2844853156,2844853158,78.414
476241555,1698103521,88.741
42452026,42432142,122.245
42501891,42464955,106.294
42500039,42525919,42.954
42452353,42434072,79.244
42452396,42433587,80.22
42846846,42788904,84.218
597237337,42844233,99.113
42429974,596775963,79.616
61275601,42446386,78.878
42429974,596775985,79.479
42452290,42433756,49.314
42453691,1773066054,215.908
42452290,42435343,49.339
42446678,247081122,84.635
42500683,42506511,79.152
42500696,42506525,79.33
42452076,42440686,68.589
42746508,42746505,97.777
42452015,42439551,86.365
42452015,42440838,62.391
42451660,42452067,66.567
42452630,42421946,76.117
42452076,42437996,42.633
42452353,42430350,311.517
279603573,42833276,106.602
42452056,42437589,81.469
42451564,42453253,79.17
42895509,42846846,79.216
1544809891,481201672,261.561
42451593,42452084,70.704
61275601,42440253,81.282
42451332,371188756,105.225
2408421259,476241567,144.594
103858718,103858697,74.698
103858697,103861117,88.521
103858361,103872547,79.305
427804166,42423832,47.104
42453406,246866830,83.426
42451695,42446668,156.128
42843183,42894248,79.72
42451712,42446398,130.441
103858671,103861105,74.66
42452107,42433554,136.905
42452008,42436903,45.705
42500683,42500680,180.048
103858748,103858718,80.567
42895302,2629162214,75.579
42429682,596776009,146.474
486819535,278637105,63.327
276204425,42818588,149.361
106717940,276317470,42.357
2408421325,476241567,96.239
103858517,103864594,244.556
42452026,42433574,79.888
42451593,42447428,75.389
42452084,42432099,112.408
42452040,42432152,124.143
451052015,451051793,100.335
42452067,42432085,110.158
427804029,42423832,88.928
42451370,42452994,72.735
103857853,103883766,276.839
42452048,42432161,130.631
42931320,276069438,56.953
42844297,42844301,55.361
42451674,42437686,77.946
42452107,42427335,114.026
530475880,65614878,53.122
42445033,2348991701,166.899
42421972,1061531509,93.586
276204366,42817428,85.634
42451540,42446221,84.395
42451754,42439416,82.932
42432548,595105531,144.813
480213827,42482429,81.668
42501316,42474668,91.829
276385544,2548015256,46.745
42421809,1061531550,80.2
1773076778,1773078006,84.005
42451766,42435522,80.09
598228127,373864855,175.819
42421749,1061531654,54.849
42421775,1061531454,84.821
42451231,42451280,725.778
42844433,42844527,79.777
42846269,42786670,79.303
42451564,42439873,266.97
246923513,42451370,179.961
42499830,42513726,142.754
277482762,371231340,222.526
42421741,1061531654,200.546
42423206,1044184577,77.863
103858344,103858748,161.677
42430749,2061592973,55.435
1698103521,1698103483,227.703
2821304146,278641497,114.259
42745934,42744747,171.302
42844256,42844259,59.384
42842354,42903808,99.936
42451773,42429348,85.236
42842754,42891833,88.816
42844259,42844264,50.582
42844274,42844279,51.712
1698103410,1698103508,339.023
42892933,42906439,155.708
42746255,42735812,85.352
1825841700,1792535231,51.268
42430004,2821304138,155.925
2757492815,2757492822,122.276
42745925,42745934,78.679
2757492822,2757492824,115.741
42451744,42424142,88.502
42841778,42917872,106.16
42451660,42429643,79.371
42451593,42432097,115.168
42892924,42906425,171.047
42451674,42428232,227.444
42443832,588455744,207.068
42451126,42445420,283.431
42500051,42500050,247.278
42438485,1834852948,87.024
587812578,42431099,202.633
42451370,246909451,47.784
42844394,42835549,174.103
2821304146,278642768,45.852
42450814,42454010,123.003
42440134,42438923,80.688
308679541,103859912,176.408
42447273,42447275,86.072
561035351,561035354,158.699
42450015,42443027,213.816
42499172,42499167,82.407
42766929,1931610637,122.627
42428010,596799891,180.866
42844233,42836093,102.729
42425348,595314119,69.975
483584559,2408421138,288.183
1895628122,598031871,64.011
42894248,42858943,125.511
42450814,42449691,77.386
2757492824,2757485441,350.452
42451018,42439191,168.88
42821328,1934649966,62.705
278642478,278642480,44.101
278642480,278642254,156.685
42450456,42456708,85.88
597311189,597311193,403.752
42500046,42492303,176.49
42843178,42858939,84.582
42452314,246866798,48.116
2831728346,2831728347,85.839
42428007,596799866,192.574
2831728349,2831728347,85.344
42793624,42825887,57.868
277032734,597500970,234.535
42500003,42492401,87.388
42844264,42825343,71.918
42500041,42487054,82.158
42451409,42422270,665.562
597261864,597261861,152.616
42844251,42825925,79.999
597261861,597261862,73.902
42844279,42825556,79.408
42841778,42888672,64.591
471244587,596271084,239.958
42450434,42445033,273.573
42919829,1904847201,171.096
42451280,42424145,377.226
471244797,596271288,80.612
277482066,1934650109,235.354
42831190,279155134,77.189
42450426,42445936,154.819
42498314,42531627,78.215
42844301,42817470,94.17
2854054927,42440408,154.883
42443336,248709587,273.244
42842881,42860217,78.763
42450809,42432548,43.19
42450468,42443068,228.238
42841786,42888633,80.723
42449938,42453999,83.374
42450434,42440966,78.908
42450341,42445039,273.603
597311193,597294550,223.918
42841853,42888709,95.926
42450688,42432548,42.698
42446182,589928040,140.466
42450468,42436653,162.201
42450071,42449840,87.348
42449890,42455465,139.037
42841815,42888688,83.554
42450066,42449422,81.105
42450055,42450057,86.327
42450341,42440935,81.919
42449918,42446275,78.702
42450057,42445827,85.67
42450820,42423296,346.73
42449886,42453104,153.881
42450044,42449007,84.276
42841770,42888664,79.112
246580736,373903786,292.873
42450035,42448735,78.605
42450089,42447208,154.171
42450426,42436700,79.193
42499982,42472268,57.744
427850819,427850840,178.688
42450325,42439335,95.377
42499996,42472268,67.138
42450057,42447182,154.507
42450066,42447192,154.27
42450061,42447187,154.294
42450080,42445196,80.147
42500050,42469624,85.115
42443127,1918039896,67.939
42450820,42423295,260.677
42450044,42447166,153.773
42450489,42433281,164.564
482671987,482661734,181.6
42450489,42433298,140.645
42449828,42453220,310.185
42449945,42449947,86.983
42449947,42449948,79.308
42450037,42447154,154.228
42450025,42447115,154.449
42450035,42447144,154.442
42450030,42447136,154.527
42449938,42445661,78.831
247227450,42424427,158.075
42449963,42448379,79.146
42449954,42448813,83.373
42449932,42449685,78.603
42449971,42448321,79.419
486849241,486859051,1569.555
42492415,278634793,158.14
42793624,42804992,142.319
42449979,42447020,153.958
42449985,42447235,79.252
42449926,42449314,80.294
42449991,42447076,154.346
42450030,42445740,79.16
42450009,42446472,80.12
42450048,42445261,77.728
106127689,42904206,83.971
42892917,42870429,82.789
42449954,42446986,154.246
42492415,278633201,408.099
42450037,42444500,80.103
2854054927,42427335,48.61
42449947,42446971,154.193
42449945,42446959,153.401
588166450,42434962,296.459
42449926,42446933,154.245
42450057,42443068,216.035
42449928,42446935,154.479
42449918,42446932,154.285
371034137,276036211,709.368
2472695924,42909227,77.74
42449600,42429563,73.065
42449308,42453183,78.89
42427915,1946814074,138.016
42450352,42430747,266.171
595245925,595245918,92.887
42449928,42445378,84.815
42449890,42446875,74.49
42449582,42456206,76.188
42500041,42464538,88.489
42449576,42456197,76.484
42449886,42446533,83.037
42449961,42442955,215.98
42449948,42444051,79.681
595245925,595245860,79.403
595245920,595245918,79.013
42449963,42442957,215.734
42450634,42422682,103.871
42449971,42442961,215.952
42449685,42449938,78.262
103856530,103870325,44.489
42450083,42438774,79.749
42449956,42442952,216.127
42744118,42761082,45.061
42449945,42442937,216.312
42449948,42442943,215.865
371034141,276032821,1152.9
42450025,42439403,81.576
276314522,1934649951,143.866
42449833,42446164,141.656
595245860,595245925,79.403
42450052,42438953,79.999
42841795,42877856,83.801
42841795,42877851,80.436
42449828,42437174,86
42449683,42445909,144.949
42449600,42449597,126.93
42449956,42440463,79.232
100662028,100662030,293.392
42497737,42532193,171.087
42498630,42503302,113.828
42450015,42438503,88.134
42842596,42850855,206.082
42450061,42434385,79.76
42449582,42449580,79.17
42449685,42446942,154.489
247074607,42434827,78.825
42744747,42736335,87.495
246906179,588720448,141.839
42449550,42450434,80.636
301546018,301546017,116.891
42449843,42439498,79.781
42449961,42436707,79.593
42449979,42436519,79.647
42449893,42439170,74.387
42498552,42502401,75.668
42449308,42456568,79.679
371209940,371239958,1931.336
301546019,301546018,116.933
103118057,103162788,124.005
42449840,42439490,79.847
42449893,42437283,74.428
42790935,42874091,76.937
42499470,42473222,249.323
42449689,42442918,80.943
561035354,561035351,158.699
42842554,42839056,154.261
42454325,402480678,118.818
42498514,42498506,90.607
42842601,42842596,79.058
42457925,370913779,49.794
42449942,42432451,78.72
1722116498,42431000,87.547
42450028,42429338,86.722
42488330,598035427,188.493
42842564,42842559,79.159
42449991,42429690,81.63
42842573,42842569,78.951
42449982,42429980,79.529
42449089,42457426,79.699
42842569,42842564,78.845
42499167,42477907,82.349
42449308,42446934,155.988
42449817,42433298,75.545
42440330,387184869,232.257
42449576,42442269,159.747
42449314,42449928,76.425
42449427,42445426,155.995
42449890,42431459,81.276
2262434175,2844853153,80.091
42842479,42842481,79.785
103856530,103856534,180.456
103856534,103856544,282.108
42449580,42440545,81.862
42449906,42429896,78.442
42449886,42430886,74.439
42497773,42519238,77.419
561035354,561035355,78.562
42449314,42442910,215.691
42842371,42842368,76.473
42449341,42444909,271.87
42449422,42443078,215.998
42449029,42455181,75.774
42498312,42498314,148.254
371212085,42433490,69.596
371212085,42433376,112.271
42442175,248709390,73.21
1584024995,42448593,104.643
42842368,42842366,90.08
42842366,42842364,82.059
42743833,42750216,62.854
42448996,42453545,76.457
42449641,42433072,118.81
561035355,561035354,78.569
42842364,42838565,79.079
42743425,42761241,78.407
42449089,42449098,137.021
42449589,42433292,128.705
42449597,42431611,73.255
277481765,100662035,486.784
42449007,42450048,81.331
42842492,42833012,323.044
42449333,42439272,74.611
42449341,42439286,74.918
42449023,42449021,213.764
42449422,42435396,234.227
42841760,42856551,79.211
42449333,42438785,184.573
42447275,42447278,79.538
427850840,42444991,119.907
42497683,42497685,76.395
1692433916,42445520,89.819
1692433938,42448549,141.32
42449570,42428436,80.538
42498630,42482017,40.36
42448726,42456575,79.663
42448711,42456961,164.583
42449005,42446093,143.792
805771586,1918039896,137.107
42449589,42428473,81.206
42449691,42422899,119.061
42842559,42827975,78.925
370915065,370923579,453.936
42449010,42445263,157.086
42448745,42452814,79.995
1584024995,42440280,43.62
1584024995,42440277,68.183
42449187,42435497,80.191
272195276,588545728,68.762
42449017,42443298,63.343
42449098,42440946,76.081
42448593,42456492,118.698
42449021,42442857,228.026
42448483,42459820,49.03
1692433920,42448552,140.235
42448735,42450037,80.512
42885757,2844853156,80.356
42449007,42443056,215.684
42842303,42832974,48.076
42497777,42502653,77.4
371037408,2089938148,105.103
246909454,588593353,66.253
42448326,42455119,77.649
42497588,42502648,181.289
103115846,76465370,79.55
42448707,42448711,209.673
42448711,42448707,209.673
42449187,42433927,174.171
42448655,42448661,79.418
42497674,42502701,178.721
42497669,42502693,178.603
42448979,42436724,79.042
370915060,370915065,261.492
42448701,42446925,155.19
42448693,42446925,155.261
42448549,42450325,50.178
42497780,42497598,154.932
42448693,42445867,156.801
42841755,42841760,336.225
248709390,595703341,88.056
42890454,42906413,78.784
103872499,295228165,368.165
1692433928,42440553,164.727
1258875665,597844574,114.312
42448552,42449576,147.624
42497733,42497729,70.468
42870230,276315677,92.058
1692433941,42439542,75.932
42497724,42497721,105.193
42497721,42497720,99.35
42449017,42434140,41.468
1692433935,42439537,166.093
42448735,42443048,215.764
42826823,607954910,97.704
42497598,42497602,62.472
1692433907,42437618,46.682
277481750,42449515,719.796
42425223,595245843,40.724
42497681,42497683,76.126
42448329,42454660,79.664
42448701,42442889,216.025
42448707,42442889,230.77
42902894,42518739,152.565
42449045,42430861,74.948
42449067,42430857,75.993
597363919,2689614147,61.518
42448813,42438891,79.374
42449067,42430247,310.739
597414711,276314183,100.759
1692433939,42436848,52.628
1692483438,42474135,64.552
42497612,42497624,64.354
42448661,42442628,132.184
1692433932,42436788,139.185
42449038,42430942,75.499
42449027,42430924,74.338
42497624,42497631,65.36
481250111,482652239,269.477
42497602,42497612,61.25
42497780,42492219,117.41
42449023,42430914,74.419
42449021,42430903,75.031
42449017,42430886,74.984
42497598,42497780,154.932
42497598,42497777,178.909
42448162,42452816,78.185
42448406,42448390,216.842
42497588,42497591,111.423
42497593,42497596,76.677
42743357,42743353,118.663
42497596,42497598,77.68
42743349,42743345,74.789
42448701,42440326,84.098
42497591,42497593,71.59
103855253,103867983,77.335
42497737,42492524,66.941
42448693,42440323,85.563
42497580,42497588,43.457
805771586,1919595914,62.599
42497734,42492524,48.964
42497737,42492415,122.172
42448693,42436578,83.501
42448379,42446999,154.328
42448321,42449979,78.854
42498503,42467929,67.908
588175755,279603573,43.958
61272284,42438306,82.968
42743353,42740896,91.911
42497677,42492270,143.208
42448701,42436586,84.948
42448329,42448326,216.846
486876059,42429773,71.243
42448283,42449843,216.983
42497646,42492244,235.776
42448707,42436598,85.186
42893106,42815965,267.163
42447285,42447281,79.78
42941870,42860563,210.521
42448430,42437755,79.932
42448238,42447126,154.503
42448605,42436734,89.304
42448278,42448283,88.775
42448283,42448278,88.775
42842376,42814259,77.417
42448390,42443618,79.32
42448338,42445941,147.822
42497685,42488408,76.29
42448655,42434259,86.021
42496867,42513154,124.923
42482417,480217241,54.609
42448379,42443615,79.426
42743345,42736247,98.41
42448390,42442959,228.347
42842400,42811340,165.704
42448440,42437481,99.748
42448406,42440565,78.659
42497773,42483504,139.948
1692433919,42428447,135.496
205020852,370880758,154.997
42448406,42440567,79.269
42448171,42448162,126.015
42496680,42517087,84.007
42448745,42428052,218.154
2757485453,1657671821,116.294
42446504,427850840,154.128
42448216,42446031,145.208
42448440,42437760,77.189
589100267,589100232,57.284
42497734,42482552,44.726
42448238,42435514,80.817
427850840,42434434,86.999
42941870,42867654,75.072
589100232,589100267,46.277
42497737,42481889,119.867
483584559,482623880,72.422
42497631,42484039,44.036
42742974,42743136,42.55
42497580,42485646,81.948
42448257,42439416,80.2
1538237503,2821304146,73.9
42448506,42433173,78.425
486873300,42505389,96.7
42867013,597261864,289.611
2447553689,2447553691,75.97
42812008,2295039214,130.055
42480527,598228119,76.712
247081122,246650510,321.355
42448203,42439389,80.892
42448605,42427523,128.553
42497691,42478289,42.201
42497662,42478113,79.617
42422399,595314118,765.302
42448552,42428447,83.116
2408448893,42733686,65.817
42497677,42476474,96.682
106705771,106711074,1888.119
370914027,370922849,580.07
42436531,593300940,127.47
42448257,42435522,81.295
42448254,42435518,81.058
42742294,42739327,275.215
42888688,42926417,87.677
42497788,42466290,185.644
106705774,106705771,49.047
61272996,61273001,135.608
42443118,371321235,337.417
247123615,42430745,240.001
277481814,42423206,246.736
42745890,2912071217,79.316
2708237394,42817773,179.93
42497784,42466454,205.656
42743369,42719570,104.5
42432060,805771586,142.919
42496867,42496869,68.798
42478307,598291114,160.685
42448423,42424767,81.866
42497720,42469358,75.542
276060672,2087152354,261.936
42448329,42424672,79.138
42448257,42428029,226.924
42447418,42454622,75.315
103861445,440243782,95.154
42448171,42430115,76.621
2459401771,42867023,81.76
103859189,2881922068,149.182
42448278,42424117,146.785
42447428,42451593,75.389
247123611,42424218,78.205
42497646,42468449,41.786
598291100,598290960,84.368
598291114,598290954,272.798
1692433907,1773082410,78.887
42447308,42446733,87.307
42496521,42496516,91.86
42888664,42926395,79.242
103215751,103215744,96.803
42447132,42458766,142.489
42447228,42455662,79.011
103215737,103215727,442.761
42888672,42926409,121.48
103215738,103215737,88.218
42838415,42908548,85.879
42447144,42456578,142.461
752178858,103861405,81.074
276299179,42898891,42.244
42447399,42447389,81.273
42496559,42496556,94.044
103215727,103213791,462.703
100522479,561042197,63.062
42447326,42447323,79.814
370913779,370913784,163.835
370913784,370914027,404.404
42447076,42455694,142.365
42447330,42447326,79.958
42447154,42452812,142.707
370913767,370913758,149.433
42447295,42447303,79.844
42447308,42447303,72.413
42496432,42497591,185.301
247223720,42457788,576.109
42447115,42452954,142.376
42447303,42447308,72.413
42447303,42447295,79.844
482617550,482620176,47.911
42446701,42428239,290.264
103166412,103149542,77.671
42446941,42449932,154.221
42447060,42449985,154.395
42749525,2024846056,97.402
42496098,42506213,236.709
42447336,42445219,79.957
42447020,42455113,142.545
481404934,476241555,194.836
42447174,42450048,154.362
42447176,42450052,154.333
42447196,42449422,154.253
42447169,42449005,143.257
42742386,42735053,136.749
1396352292,42743357,108.331
