begin_node_id,end_node_id,Length
42448216,596776127,80.755
42448216,596776120,80.655
42520210,42469118,147.443
476241458,599270645,372.592
277481542,277481814,106.893
561042200,42432444,144.876
42911782,42911763,312.908
2216963516,42433870,316.391
42519202,42498552,43.562
42911763,42911782,312.908
42861196,42906428,76.857
42469391,42469395,66.858
42469389,42469382,85.741
42518739,42512120,166.162
42518588,42516389,233.817
277481423,277482762,274.012
1258945357,278630368,164.478
277481436,277481749,296.199
589100267,42422509,226.265
42446182,2799368116,78.649
103876893,103864941,125.292
42469212,42469214,55.468
486868873,486867490,45.529
42427828,246650510,79.558
2481865390,1773063789,135.201
103237100,103245957,82.406
42811451,42866518,40.558
42810967,42880853,79.569
42844301,276203987,94.275
42467463,42518580,233.974
486819535,486819536,56.677
42423579,371034158,107.751
103876555,103867934,76.805
308693080,308679528,48.129
308693078,308679524,141.732
42423565,371034153,60.111
42763894,42764835,84.576
42518972,42492540,79.226
42467848,42502968,142.964
2447703173,42874679,82.924
42811446,42861252,189.143
103867019,752178858,81.484
42519271,42480534,53.099
42467919,42498514,102.646
42427494,246650840,113.027
103875882,103882339,73.81
451020319,451018391,87.816
276067533,42899921,63.289
42519258,42478109,79.445
595314120,595314119,52.183
370927297,42452882,202.226
42468453,42479028,78.465
42468449,42479021,79.321
42431363,595703314,390.64
486868138,486876059,76.13
42518580,42496521,234.292
42519216,42476721,48.092
595314036,595314040,78.738
451018391,451074820,199.344
42809790,42904563,70.362
42444353,279151954,103.226
42811340,42855098,214.12
2447703173,42864879,78.036
593301322,593216034,174.804
42467403,42504433,136.563
42860617,42896831,66.147
42447230,596776032,79.134
246890579,42453442,80.231
42517597,42519216,188.196
42466950,42516250,249.212
42861190,42876764,76.856
42447166,596776260,143.17
1657671821,42764835,75.478
42517603,42517600,68.775
42517600,42517597,79.965
2837053797,2318033748,55.714
42437928,2481877067,129.857
42466491,42527868,204.52
42860179,42906104,127.846
42447105,596776089,140.314
42809536,42902909,219.109
103875882,103866383,163.444
42439454,1061531707,52.936
593973910,358448394,59.897
42517465,42517467,75.964
277768073,2089937994,86.311
103875777,103867019,82.17
42466266,42529939,185.825
42910603,42910593,95.819
42466440,42523094,208.778
42860012,42904433,82.153
100659881,277481443,482.128
2447703182,42849658,66.01
595757814,60921026,73.436
42437670,593915305,243.025
530754330,103132818,74.395
42445037,2698702581,148.278
42859957,42904454,79.044
42433281,1692433942,77.484
246890579,42440527,107.776
42859920,42904507,77.504
482640607,482640620,160.625
42443156,595314036,186.755
42860618,42880331,206.567
482640620,482639370,275.251
42435636,593973910,265.59
42432438,561042200,142.689
596271291,471243699,168.534
278642254,486819531,95.476
42517097,42517094,71.776
248709733,248709714,40.36
42517087,42517081,111.02
248709714,248709733,40.36
42836513,1904847201,222.895
42467919,42467912,80.146
486867548,486867605,76.376
42441777,595352927,99.208
42467929,42466383,77.515
42810501,42856569,288.174
486867605,486864444,136.633
42517467,42502653,91.771
42467848,42467844,82.935
62915527,42453555,79.824
246890279,42440918,74.683
486867405,486868873,69.854
597328332,597328336,267.616
486867432,486867405,79.415
42467912,42464292,73.589
248709587,248709390,111.214
42446461,596776078,78.431
42446461,596776041,80.212
42438862,1061531695,139.326
42762533,42766934,124.9
246890279,42438060,91.357
42437580,2481865390,77.325
42517476,42497788,79.335
42517021,42511729,168.23
42467033,42488442,83.598
42517465,42497773,77.953
42431099,587812578,202.633
42517910,42483640,76.88
42861252,42849847,76.763
246890279,42436024,72.538
103882084,440243651,76.731
248709390,248709587,111.214
42466412,42504046,81.089
451068157,451068180,122.829
451068154,451068157,57.874
42466438,42502404,108.414
451068180,451066683,108.822
482652239,42909624,43.006
62915536,42443549,77.598
62915531,42443549,52.763
42467081,42481677,79.43
62915525,42443570,83.455
42429211,595729841,81.518
482640607,482623180,84.474
42446155,596776546,142.185
42467396,42469876,79.563
42446138,596776201,142.916
62915536,42440253,78.833
42466454,42497788,205.484
42446099,596776166,143.641
42446086,596776260,143.821
42860618,42860617,79.156
42860617,42860618,79.156
42446070,596776177,144.351
595352904,561035372,83.237
482640649,482617546,70.271
42860563,42860570,78.455
42446021,596776089,147.743
62915525,42437379,92.801
42446013,596776041,146.119
103874255,103883742,115.534
42884818,279609722,76.682
42445972,596776032,146.711
42445961,596775985,147.14
103160730,103111281,174.947
103861405,1112485531,46.453
42509264,42474126,91.718
42424334,825418517,89.251
42465871,42465874,79.379
103873764,103873766,84.779
482639370,482640649,82.838
1061531839,42431034,115.369
1061531707,42439464,201.553
42445926,596775882,#N/A
42445936,596775919,#N/A
42445950,596775946,#N/A
42445928,596775870,#N/A
42807818,42919829,#N/A
42445930,596775914,#N/A
42810494,42833309,82.62
471241911,42724759,#N/A
276065579,42909624,#N/A
598228721,42488516,#N/A
42445817,596776349,80.743
103868835,60007644,#N/A
42517600,42476725,237.276
42860230,42860227,81.672
276299053,276315696,179.181
482539630,2446054619,107.051
1061531603,42442480,137.357
276299131,276314184,84.779
42467023,42469612,84.234
42466506,42486350,94.597
42467024,42469614,86.768
42860233,42860230,75.467
1061531509,42443310,109.602
1293095295,103859189,105.614
42861322,42828372,100.29
1061531491,42442432,42.479
42445733,596776103,144.79
373867810,42467403,62.427
1061531757,42428634,91.477
1061531815,42428746,81.346
42860184,42860179,111.699
42517036,42488429,83.422
1061531454,42442463,151.863
42860206,42860202,80.739
42517081,42486735,94.667
42860202,42860194,161.26
42465236,42521125,240.872
42810468,42826957,71.243
1061531790,42431089,128.855
42457788,247223720,576.109
42910092,42885762,79.204
42860164,42860161,43.246
42860170,42860167,123.49
1112485531,103886478,92.39
42763131,42719445,83.477
1061531790,42428709,78.914
1061531731,42431067,128.807
1061531815,42428737,80.68
42810972,42810967,169.314
42908517,42932492,93.609
1061531807,42428711,85.656
42810477,42826048,108.005
2054405674,2054405601,625.085
598227919,42502712,75.515
1061531790,42428701,80.154
103874255,103869921,76
2025209406,2025209370,117.049
2054405684,2054405674,40.037
1061531768,42428689,79.254
1061531645,42421775,81.59
42424395,587988392,85.846
1061531695,42428065,81.738
42466514,42475959,144.487
1061531730,42428725,80.061
276299309,276299310,79.595
1061531731,42428701,80.035
1061531645,42431024,105.679
1061531730,42428720,79.608
1061531731,42428689,80.813
42464848,1258875489,124.803
42860017,42860012,278.619
1061531631,42431108,128.205
1061531707,42428590,91.538
276299282,276298577,172.689
42859209,42884832,78.953
1061531695,42428645,82.307
42517603,42461394,320.02
1061531637,42428682,79.939
1061531575,42431118,93.652
1112485544,103880448,78.328
103873768,103881214,137.946
42859957,42859942,313.555
1061531645,42428661,80.641
476025435,1895628122,161.938
1061531608,42428601,89.574
1061531550,42431030,108.089
1061531634,42428640,84.852
1061531631,42428725,77.805
1061531839,42421809,80.824
42466401,42476648,92.619
42466398,42476648,79.059
103873766,103873768,75.04
42861161,42818588,82.638
42908259,42932921,79.82
1061531504,42431102,126.774
42465738,42496115,236.898
42464848,42523691,102.169
2912071217,42768516,78.841
1061531527,42429999,158.897
42427494,246580466,166.189
370897167,589100711,436.022
607920363,42446424,73.8
2912071211,42768535,62.208
1061531768,42422016,127.11
42439191,589100711,153.366
1061531550,42428661,80.997
1061531454,42431019,104.62
1061531654,42421741,200.546
42431187,561035334,265.729
42908962,42908954,79.496
1061531504,42428720,81.182
1061531717,42421749,85.049
42445230,596776009,78.714
1934650086,2447553689,2281.484
276299054,276299053,77.338
1061531654,42421749,54.849
42908922,42908916,82.193
42516250,42499172,240.856
42466306,2312641457,45.463
1061531454,42428065,87.028
1061531447,42428583,94.188
42908916,42908911,83.889
42465874,42465878,77.384
42466249,42466244,78.138
42810479,42810477,130.759
42466499,42466496,78.924
42466512,42466510,75.857
42466517,42466514,78.834
60007332,1381944089,77.873
42517094,42471595,109.098
42466513,42466512,72.982
42466514,42466513,79.39
42516389,42493251,234.297
42466500,42466499,78.444
42466506,42466503,79.375
42466510,42466508,79.607
42466508,42466506,78.924
42466196,42475971,223.753
42466503,42466502,79.474
42466502,42466500,80.351
42810491,42810479,159.575
276065908,42874694,149.632
42466492,42466491,79.385
42466496,42466495,79.924
42466495,42466492,78.366
42466468,42466454,79.473
42466491,42466481,80.045
42466481,42466468,79.275
42466383,42467919,86.125
42466447,42466440,76.722
482652239,42874694,114.096
42466454,42466447,79.236
1061531550,42421809,79.956
42809955,42827615,158.381
42466440,42466438,76.132
42466249,42466259,79.353
598228039,42480537,129.717
103873526,103876555,74.013
1061531509,42421972,90.806
42516043,42500683,79.787
42466405,42466401,58.367
42466389,42466395,78.516
103878112,2735660226,65.479
42466395,42466398,78.745
42761233,42761235,85.381
1112485711,103861407,75.367
42466376,42466378,78.468
1061531454,42421775,85.851
42761235,42761237,79.146
42761245,42761249,79.69
42861200,42808193,77.195
42437305,1061531550,150.987
2807666064,42885397,88.751
42466290,42466299,79.374
42466299,42466306,85.159
42856797,1064257420,72.423
42466282,42466273,79.434
42466290,42466282,79.412
42466282,42466290,79.412
103873489,103873490,100.514
42466266,42466273,79.988
42466273,42466282,79.434
42466273,42466266,79.988
42466259,42466249,79.353
42466266,42466259,78.816
42466259,42466266,78.816
42465878,42465881,80.137
277385050,42866377,82.266
42429394,595682316,55
42441299,595314120,580.37
42466239,42466244,80.359
42466244,42466249,78.138
42466244,42466239,80.359
42466234,42466227,79.315
42466239,42466234,79.199
42466234,42466239,79.199
42466209,42466204,79.046
42466219,42466227,79.298
42466227,42466234,79.315
42466227,42466219,79.298
42466214,42466209,79.769
42466219,42466214,79.216
42466214,42466219,79.216
42761088,42761092,98.168
42466191,42466189,79.388
42466202,42466200,76.001
42466204,42466202,105.925
42860194,42835415,116.537
42466192,42466191,79.11
42466200,42466196,82.871
42466196,42466192,237.749
42466179,42466172,78.053
42466186,42466184,79.393
42466189,42466188,79.948
42466188,42466186,78.599
42466180,42466179,79.205
42466184,42466183,79.25
42466183,42466180,79.205
42911782,593300772,125.499
42465233,42491625,85.199
597444023,106100961,203.057
1064257394,42846335,185.766
42761082,42761088,44.501
42761006,42763131,172.855
276065579,42874694,72.771
276298606,276299309,79.688
42466172,42465649,80.621
42465234,42491625,70.97
42515829,42497780,77.911
42515844,42497624,124.097
561042202,100522731,416.026
42757938,2025188866,80.228
42808179,42872060,201.056
2757013684,42860247,83.902
42465893,42465899,82.36
42427242,1584024995,74.206
42464934,42500051,94.007
103873490,103866947,93.698
598227835,42478164,97.625
42760885,42760889,85.296
598227849,42476753,126.256
295516882,295517111,134.06
449616592,598248807,147.394
2569923500,42453398,176.757
42514918,42520415,85.308
405984035,42450656,115.539
42465899,42465906,77.176
42465926,42465770,79.302
42465906,42465738,79.859
42428922,561035357,80.932
42465265,42465263,79.685
42809589,42809585,81.274
42858918,42858920,92.469
276032821,371034162,346.935
42480088,1692483438,43.572
42444487,596776173,144.078
42515023,42515022,191.345
42505420,598033003,61.804
42465852,42465857,78.298
42909624,42864880,80.713
42761249,42745890,79.332
42808195,42861204,78.549
449618008,598202939,196.028
42514454,42531627,79.601
276065579,42864879,83.316
42761340,42741118,77.984
276318043,42901546,94.537
42909564,42864781,77.671
42858920,42858924,62.408
589298625,42450645,179.168
42761092,42748183,103.238
42807755,42874655,82.312
42465857,42463398,81.193
42858980,42858987,63.242
42858987,42858990,213.656
42761237,42743425,80.202
42858924,42858925,81.048
42858939,42858943,136.92
42465728,42465893,77.595
42858943,42858947,45.526
42809781,42809784,226.632
42809787,42809790,245.043
42809784,42809787,186.328
42809593,42809589,79.039
42809642,42809639,78.877
42859976,42825307,204.305
42858907,42858910,55.131
42858913,42858918,48.658
42858910,42858913,49.758
42860167,42819392,101.88
42464827,42492210,119.256
42858898,42858903,64.036
42809645,42809642,77.995
277386523,42802987,48.969
42464538,42500039,56.501
42465257,42477241,238.338
42809649,42809645,154.522
42465279,42475977,235.96
42809660,42809649,191.857
42809596,42809593,79.169
42809627,42809624,79.713
42809639,42809637,125.564
2757013712,42842881,79.963
276067533,42795952,46.687
42809630,42809627,81.601
42809637,42809632,79.107
42809632,42809630,82.148
42809599,42809596,79.169
42809618,42809615,79.095
42809624,42809622,79.167
42809622,42809618,79.109
42909227,42866903,87.077
42809615,42809611,79.181
42809602,42809599,78.837
42465267,42465265,79.263
103879734,440243679,70.432
2141026493,2141026501,80.908
42809560,42809554,77.421
42809579,42809568,123.67
42809585,42809582,147.935
42809582,42809579,97.206
103872293,103886410,74.253
42516187,42467396,78.977
42809568,42809560,375.722
2408421436,481404934,283.881
2141026501,2141026493,80.851
405984035,42436716,87.126
42809554,42809551,66.284
42910163,42836198,147.355
42809551,42809549,63.79
42761265,42733534,89.356
370924677,42424183,174.526
339044224,42436393,49.534
42809539,42809536,98.592
42809543,42809539,75.05
42761241,42733958,77.798
42428374,1506902240,107.838
42856569,42923767,59.043
42760889,42744118,56.576
593915267,42452975,160.728
42514554,42514549,139.797
42809549,42807081,125.926
42463398,42527617,79.573
42908962,42869967,152.131
42807836,42859957,78.944
42807818,42859920,86.987
42465270,42465267,71.119
42514454,42514451,140.042
42807752,42860012,81.388
42465343,42465340,79.293
42465349,42465343,79.311
42807554,42867023,89.827
42859942,42815107,108.87
42465340,42465336,79.345
42465336,42465332,79.205
42465305,42465301,79.296
42465312,42465309,79.063
42465318,42465315,79.439
42465315,42465312,79.3
42437826,589100711,44.202
103872547,103872546,45.008
42465309,42465305,79.345
42465273,42465270,79.203
595245925,1672106382,81.339
42465298,42465296,78.277
42465301,42465298,79.209
42514451,42514448,284.402
42465292,42465288,79.483
42465296,42465294,80.227
42465294,42465292,79.205
589298803,42429981,98.839
42465284,42465281,79.343
42465288,42465284,79.159
595245920,1672106382,106.809
42465276,42465273,79.2
42465281,42465279,79.294
42465279,42465276,79.253
42428922,561035359,78.64
1773082410,1918039898,73.425
42858947,42836292,83.861
593915295,42446678,179.816
42465250,42465246,80.736
42465260,42465257,85.505
42465263,42465262,79.398
42465262,42465260,79.136
42465253,42465250,72.188
42465257,42465253,85.23
42514447,42513157,86.079
42908901,42866622,82.987
42465238,42465236,78.326
42465246,42465238,72.754
42514559,42509228,105.519
42858934,42843178,69.893
42428080,60918583,161.718
597261862,42513166,58.61
106074992,276235958,43.273
486864458,486873300,56.323
42430233,1692433942,140.908
42514188,42519258,222.343
247085079,247081122,396.325
42430187,1692433938,102.875
42908517,42876795,83.425
42858334,42858980,46.33
42464419,42484216,123.294
42910092,42825302,244.95
42797312,106090514,231.516
42859920,42807818,86.987
106717940,588178801,66.812
1064257426,42809781,124.83
486864458,486871373,46.994
103879149,440244523,285.014
2569923492,42422026,104.383
103872510,103863417,77.532
589298584,42427965,63.858
593915202,42443977,40.145
42443612,596775951,147.647
42877708,482655346,56.793
42897099,279155134,80.242
422438821,42455662,48.28
42464938,42464936,94.989
42515018,42486265,90.302
246887345,42440850,56.025
246887345,42440847,77.879
42793624,276069438,110.58
42515011,42486239,99.34
42464955,42464953,88.229
277385119,42820847,69.528
371247627,593909400,644.132
597325450,597325461,133.651
42464936,42464934,89.705
593915305,42437670,243.025
42844233,2799469682,47.948
247227450,561950065,141.042
42844233,2799469684,41.285
246887345,42436088,144.336
42908540,42866384,66.284
42808177,42832467,159.358
103872546,103858344,76.01
42464273,42482403,61.246
42464852,42464848,57.745
42514974,42483561,140.118
42428928,561035359,78.166
42464580,42464586,158.594
42464292,42476636,128.059
42514274,42502705,166.497
42504249,598035431,44.066
2831728347,42444453,123.908
42464621,42470434,282.271
42910339,42808179,200.267
595703304,595703303,46.816
595703303,595703309,196.364
593915293,42430629,46.985
595703269,595703283,43.351
42464589,42469879,63.607
589298326,42428013,223.568
593915305,42430629,85.401
593915211,42433644,118.819
593915305,42430639,86.748
42858888,42823995,213.35
42424610,825418517,128.098
593915255,42430651,77.786
593915274,42430639,71.663
1919595921,1919595912,74.881
42846208,106133540,326.429
593915255,42430643,55.044
1919595912,1919595923,76.935
370922849,42455929,63.911
589298178,42428014,225.822
2831728346,42438772,121.888
2757013720,42812173,79.847
42759497,42759500,108.561
42464542,42466412,83.618
42464586,42464589,158.566
42428934,561035363,79.087
42428970,561035378,82.311
42515022,42471130,79.495
42464570,42464576,162.023
42464576,42464580,158.342
42514448,42491236,65.903
42434427,2779131560,43.923
440244527,103880198,98.962
42461379,248606828,82.97
42858925,42817940,80.703
587988392,825418517,68.951
752196193,103868781,60.881
42514854,42475764,77.694
42808170,42818487,221.63
42514974,42471048,79.323
42908911,42841786,83.723
42428939,561035363,79.921
42428951,561035367,79.587
42428964,561035376,78.824
42428966,561035378,76.243
42428966,561035376,80.293
42428951,561035369,79.339
42428962,561035372,75.907
42428956,561035369,165.619
42428939,561035365,77.453
42428944,561035365,79.922
597261862,42486600,193.015
42428944,561035367,78.933
42858972,42815354,77.825
42908947,42839112,79.337
276317706,42867013,355.293
42900660,42923772,118.768
1782672705,1782672710,96.736
246580982,42445769,122.453
42806613,42846269,147.493
1692450029,42439178,73.705
731930674,1396367334,250.128
42428892,561035351,84.093
42428917,561035355,78.858
42423307,370892861,856.046
42428917,561035357,79.133
42858903,42816102,216
42513496,42514188,83.83
42428912,561035351,78.121
42428840,561035338,87.256
42513150,42523216,83.791
42428880,561035348,80.049
42513726,42505492,183.621
42464297,42464292,126.941
42514188,42490577,68.451
42759500,42750201,51.062
597324677,597324662,155.333
597324663,597328332,94.208
42463651,42483401,79.193
276318048,42852827,75.404
42428814,561035334,79.685
42428799,561035332,79.517
42435250,1061531509,140.45
42428799,561035334,80.004
42856563,42883002,306.333
277029719,42809660,97.94
42428782,561035332,82.687
42428782,561035330,76.499
1934649966,2807666064,104.121
42759246,42756052,201.116
42423296,370888100,301.131
597294550,277385120,238.893
42759735,42734886,87.707
42858955,42806613,49.299
42856521,42882973,310.228
561950065,42431280,196.338
2348688907,42456084,46.429
597324661,597324663,50.698
597324662,597324661,314.789
42808193,42808195,171.19
42908954,42827952,51.301
2569923500,246866798,346.435
42808162,42808170,62.066
42807841,42817812,79.162
42906428,42906425,81.763
2569923492,246866798,140.959
277385050,42799103,83.77
42513634,42494193,196.236
106133540,106090514,971.307
42807554,42824080,192.657
42758642,42768534,56.663
42807567,42824096,159.711
1775270664,42432068,141.159
42513154,42513150,201.672
42513157,42512085,71.783
42463657,42471046,79.37
483598102,2408421138,92.356
42513012,42516187,79.145
559862621,763020156,1269.286
42429986,589298803,129.172
42426374,595703226,265.375
42908871,42825957,115.473
2757013562,2757013588,378.473
370880739,370880749,42.033
42432706,593921856,54.148
370870741,42469214,74.879
370870741,42471291,60.278
440243697,103882084,79.001
597500970,42917872,65.854
1692483438,480217241,112.987
42908881,42818468,78.995
440243666,103879734,74.203
103865598,2404083356,270.226
42513166,42500696,79.496
42514274,42467417,96.692
402480678,42454325,118.818
42512070,42532947,79.146
1834852948,42436911,86.706
1946814074,42427915,138.016
1733614298,42442422,85.653
1506902240,42436192,82.664
42906419,42889760,79.415
42855364,42900239,79.859
